Name,Nrow,Ncol,Is connected,lat,long
M_PL_Lara-Romero_2016_penalara-Pasture-10,8,25,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-2,7,22,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-3,10,18,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-4,7,24,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-5,6,21,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-6,7,17,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-7,8,25,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-8,8,30,TRUE,40.83351187,-3.950000002
M_PL_Lara-Romero_2016_penalara-Pasture-9,7,32,TRUE,40.83351187,-3.950000002
M_PL_LasCasas,31,5,TRUE,-7.868138345,-36.39973176
M_PL_Low_mountain_matrix_Norfolk,51,33,TRUE,28.55773359,33.9324786
M_PL_Lundgren2005,25,16,TRUE,71.00560869,-51.99958853
M_PL_Maglianesi_high,20,9,TRUE,10.27,-84.08
M_PL_Maglianesi_low,21,7,TRUE,10.27,-84.08
M_PL_Maglianesi_mid,24,7,TRUE,10.27,-84.08
M_PL_Magrach2017_Germany_2011_high,73,65,TRUE,49.95571041,9.876706173
M_PL_Magrach2017_Germany_2011_low,79,64,TRUE,49.87584428,9.97976595
M_PL_Magrach2017_Germany_2012_high,52,53,TRUE,49.9622956,9.8960458
M_PL_Magrach2017_Germany_2012_low,66,54,TRUE,49.8684781,9.960574888
M_PL_Magrach2017_Sweden_2011_high,52,24,TRUE,55.69982014,13.57038508
M_PL_Magrach2017_Sweden_2011_low,50,25,TRUE,55.62929441,13.8299916
M_PL_Magrach2017_Sweden_2012_high,48,32,TRUE,55.67005254,13.73811597
M_PL_Magrach2017_Sweden_2012_low,69,43,TRUE,55.65701944,13.67563418
M_PL_Magrach2017_UK_2011_high,43,46,TRUE,51.50072189,-1.250077204
M_PL_Magrach2017_UK_2011_low,29,32,TRUE,51.50072189,-1.250077204
M_PL_Magrach2017_UK_2012_high,26,24,TRUE,51.50072189,-1.250077204
M_PL_Magrach2017_UK_2012_low,40,42,TRUE,51.50072189,-1.250077204
M_PL_Maruyama,18,6,TRUE,-19.17339141,-48.39757595
M_PL_Mazan_Tinoco,19,7,TRUE,-2.94979642,-79.08334403
M_PL_Medan2002-1,45,21,TRUE,-34.16400921,-69.70001763
M_PL_Medan2002-2,70,20,TRUE,-32.9995187,-69.28340634
M_PL_Memmott1999,79,25,TRUE,51.574994,-2.589902
M_PL_Mosquin1967,14,8,TRUE,75.2409354,-115.098799
M_PL_Motten1982,44,13,TRUE,36.04806737,-78.98675364
M_PL_Olesen2002,13,14,TRUE,-20.42025425,57.73268543
M_PL_Olesen-3,12,10,TRUE,39.466667,-31.227222
M_PL_Olito,40,124,TRUE,50.77179364,-115.2810202
M_PL_Ollerton2003,56,9,TRUE,-29.60339658,30.13345932
M_PL_Orford_2016_Farm-2012-A9,5,9,TRUE,51.68575292,-2.014817282
M_PL_Orford_2016_Farm-2012-B1,11,33,TRUE,51.4217938,-2.680331446
M_PL_Orford_2016_Farm-2012-B2,16,32,TRUE,51.29181428,-2.602777802
M_PL_Orford_2016_Farm-2012-B4,15,48,TRUE,51.12685007,-2.327242505
M_PL_Orford_2016_Farm-2012-B5,10,15,TRUE,51.06977755,-2.432233505
M_PL_Orford_2016_Farm-2012-B6,16,47,TRUE,51.61558375,-2.343810562
M_PL_Orford_2016_Farm-2012-B7,14,30,TRUE,51.69460399,-2.108344031
M_PL_Orford_2016_Farm-2012-B8,10,44,TRUE,51.63912647,-2.176906767
M_PL_Orford_2016_Farm-2012-B9,8,19,TRUE,51.68552089,-2.014635526
M_PL_Orford_2016_Farm-2013-B1,5,15,TRUE,51.42176034,-2.680342175
M_PL_Orford_2016_Farm-2013-B2,5,20,TRUE,51.29197531,-2.602949463
M_PL_Orford_2016_Farm-2013-B4,8,24,TRUE,51.12682155,-2.327243659
M_PL_Orford_2016_Farm-2013-B7,6,14,TRUE,51.69457074,-2.108344031
M_PL_Orford_2016_Field-10,9,29,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-13,9,32,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-15,8,32,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-19,9,44,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-24,7,22,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-27,8,42,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-28,9,38,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-33,6,23,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-36,6,33,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-4,8,39,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-40,5,25,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-42,9,36,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-45,11,33,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-49,7,32,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-51,7,35,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-54,9,52,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-55,12,49,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-58,10,37,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-63,6,36,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-64,9,30,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-67,10,40,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-7,9,31,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-72,8,35,TRUE,50.76682275,-3.900042917
M_PL_Orford_2016_Field-9,10,31,TRUE,50.76682275,-3.900042917
M_PL_Percival1974,61,34,TRUE,17.91696274,-76.19169889
M_PL_Philipp2006,5,11,TRUE,-0.94890436,-90.97715763
M_PL_Primack1983-1,58,17,TRUE,-42.87146203,171.5537189
M_PL_Primack1983-2,139,41,TRUE,-44.4062981,171.0662621
M_PL_Primack1983-3,118,49,TRUE,-43.11357053,171.7086064
M_PL_Ramirez1989,45,46,TRUE,5.583333,-61.716667
M_PL_Ramirez1992,47,23,TRUE,8.933619458,-67.41663452
M_PL_Sabatino_1,36,63,TRUE,-37.842015,-58.35858
M_PL_Sabatino_2,32,62,TRUE,-37.739035,-58.23155
M_PL_Sabatino_3,37,78,TRUE,-37.757207,-58.248482
M_PL_Sabatino_4,24,68,TRUE,-37.885354,-57.841955
M_PL_Sabatino_5,16,66,TRUE,-37.738483,-58.433472
M_PL_Santos2010,25,51,TRUE,-12.69733273,-39.76688985
M_PL_Schemske1978,32,7,TRUE,40.14780297,-88.1640865
M_PL_Small1976,34,13,TRUE,45.39549499,-75.51308166
M_PL_Smith-Ramirez2005,126,25,TRUE,-41.99574849,-73.58332005
M_PL_Sritongchuay_bat,5,5,TRUE,7.649259126,99.7972952
M_PL_Llaviuco_Tinoco,19,12,TRUE,-2.833078146,-79.14995105
M_PL_Nero_Tinoco,19,9,TRUE,-2.94979642,-79.08334403
M_PL_Trojelsgaard_2015_Site1_WesternSahara1,10,37,TRUE,26.28972499,-14.22675202
M_PL_Trojelsgaard_2015_Site10_TenerifeTeno2,18,45,TRUE,28.35441465,-16.91226471
M_PL_Trojelsgaard_2015_Site11_Gomera1,11,33,TRUE,28.04105148,-17.22689325
M_PL_Trojelsgaard_2015_Site12_Gomera2,13,39,TRUE,28.03993256,-17.22663563
M_PL_Trojelsgaard_2015_Site13_Hierro1,8,33,TRUE,27.80554003,-17.89580194
M_PL_Trojelsgaard_2015_Site14_Hierro2,10,37,TRUE,27.80480437,-17.89586782
M_PL_Trojelsgaard_2015_Site2_WesternSahara2,10,44,TRUE,26.16283248,-14.4222588
M_PL_Trojelsgaard_2015_Site3_Fuerteventura1,6,38,TRUE,28.56618795,-13.89215484
M_PL_Trojelsgaard_2015_Site4_Fuerteventura2,6,34,TRUE,28.5645544,-13.89194292
M_PL_Trojelsgaard_2015_Site5_GranCanaria1,10,35,TRUE,27.90430857,-15.43306782
M_PL_Trojelsgaard_2015_Site6_GranCanaria2,9,34,TRUE,27.90430857,-15.43306782
M_PL_Trojelsgaard_2015_Site7_TenerifeSouth1,15,38,TRUE,28.22237014,-16.4173
M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2,13,54,TRUE,28.22237014,-16.4173
M_PL_Trojelsgaard_2015_Site9_TenerifeTeno1,13,35,TRUE,28.35329826,-16.91236438
M_PL_Tur2013-CN,73,55,TRUE,39.82230449,2.778341365
M_PL_Tur2013-PC,61,49,TRUE,39.82023044,2.799080421
M_PL_Vazquez,14,90,TRUE,-41.077069,-71.525206
M_PL_Vizentin,55,9,TRUE,-23.31350488,-45.11099786
M_PL_Weiner2011,517,82,TRUE,48.30135192,9.354838546
M_PL_Yamazaki2003,272,92,TRUE,33.40445793,131.4993697
M_SD_Aguiar_2007,21,7,TRUE,-19.83333333,-41.83333333
M_SD_Aguilar-Garavito_2014_mature,9,6,TRUE,4.673611,-75.615
M_SD_Albrecht_102_2012,8,11,TRUE,52.70307,23.653528
M_SD_Albrecht_11_2012,8,12,TRUE,52.845312,23.809758
M_SD_Albrecht_111_2011,5,9,TRUE,52.717234,23.816766
M_SD_Albrecht_111_2012,8,12,TRUE,52.717234,23.816766
M_SD_Albrecht_112_2011,5,14,TRUE,52.733813,23.789229
M_SD_Albrecht_112_2012,8,11,TRUE,52.733813,23.789229
M_SD_Albrecht_13_2012,7,11,TRUE,52.832209,23.772104
M_SD_Albrecht_15_2012,9,13,TRUE,52.691722,23.84074
M_SD_Albrecht_203_2012,9,15,TRUE,52.704294,23.622402
M_SD_Albrecht_30_2012,8,13,TRUE,52.688673,23.877749
M_SD_Albrecht_301_2012,6,19,TRUE,52.742522,23.833125
M_SD_Albrecht_314_2012,5,9,TRUE,52.730643,23.822146
M_SD_Albrecht_315_2011,7,11,TRUE,52.798711,23.826023
M_SD_Albrecht_315_2012,8,16,TRUE,52.798711,23.826023
M_SD_Albrecht_35_2012,8,10,TRUE,52.85407,23.729802
M_SD_Albrecht_36_2012,8,10,TRUE,52.872765,23.722445
M_SD_Andrade_2011,21,16,TRUE,-12.93333,-38.4
M_SD_Arias-Arone_2016,69,20,TRUE,-11,-72.41667
M_SD_Athie_2009,20,37,TRUE,-22.48333,-47.6
M_SD_Baird1980,7,21,TRUE,40.331926,-74.666728
M_SD_Balasubramanian_1996,64,17,TRUE,10.3,79.85
M_SD_Bastazini_2018,21,11,TRUE,-30.42389,-52.37222
M_SD_Beehler1983,31,9,TRUE,-7.239218437,146.7085207
M_SD_Blake_1992,98,20,TRUE,10.41667,-84.06667
M_SD_Bleher_2003,28,22,TRUE,-30.71666667,30.33333333
M_SD_Blendinger_2015,22,17,TRUE,-26.78572,-65.33844
M_SD_Bollen_2000,34,14,TRUE,-24.75,47.18333
M_SD_Brito_2010,11,5,TRUE,-23.6,-52.29
M_SD_Burns_2013,18,8,TRUE,-41.3,174.75
M_SD_Camargo_2009,16,8,TRUE,8.5455555,-75.344444
M_SD_Carlo2003-1,25,16,TRUE,18.296944,-66.781944
M_SD_Carlo2003-2,33,19,TRUE,18.258333,-66.535556
M_SD_Carlo2003-3,22,12,TRUE,18.1725,-66.591944
M_SD_Carlo2003-4,20,14,TRUE,18.308333,-66.558611
M_SD_Carvalho_2008,12,6,TRUE,-22.8,-48.4
M_SD_Casallas-Pabon_2017,29,17,TRUE,3.55,-73.43333333
M_SD_Castano_2009,35,22,TRUE,8.866666667,-70.494444
M_SD_Castano_2018,37,13,TRUE,4.89,-75.6
M_SD_Castley_2001,28,6,TRUE,-33.71,26.17777
M_SD_Castro_2015,49,16,TRUE,-25.041388,-48.89666
M_SD_Castro-Luna_2012,39,12,TRUE,17.6,-92.477777
M_SD_Chama_2013_net1,9,19,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net2,11,27,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net3,14,25,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net4,12,30,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net5,13,31,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net6,9,21,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net7,11,25,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net8,11,24,TRUE,-30.26666,30.5944444
M_SD_Chama_2013_net9,11,18,TRUE,-30.26666,30.5944444
M_SD_Chapman_1996,5,9,TRUE,0.55,30.416666
M_SD_Chatterjee_2014,7,23,TRUE,21.41666667,86.58333333
M_SD_Chaves_2018_forest_edge,6,10,TRUE,11.2459,-15.058
M_SD_Chaves_2018_mature_forest,6,11,TRUE,11.2459,-15.058
M_SD_Chen_1999,45,22,TRUE,24.75,121.59
M_SD_Chimera_2010,5,7,TRUE,20.6,-156.333
M_SD_Combined_Schleuning,33,88,TRUE,0.295833,34.786111
M_SD_continuous_Farwig,9,27,TRUE,52.71765667,23.84489955
M_SD_Correa_2016_Apaporis,36,7,TRUE,-1.1451111,-69.487222
M_SD_Correa_2016_Caqueta,38,5,TRUE,-1.275555,-69.73055
M_SD_Correia_2016_non-sanctuary,20,7,TRUE,-18.945,34.25
M_SD_Correia_2016_sanctuary,33,17,TRUE,-18.945,34.25
M_SD_Costa_2013_endozoochory,18,18,TRUE,40,-8
M_SD_Costa_2016,12,8,TRUE,40.321,-8.388
M_SD_Costa_2018_before_only,7,8,TRUE,40.29,-7.84377
M_SD_Crome1975,72,7,TRUE,-17.83118569,146.0833092
M_SD_Cruz_2013_Autumn,5,5,TRUE,40.223333,-8.4647
M_SD_Cruz_2013_Summer,8,7,TRUE,40.223333,-8.4647
M_SD_Cruz_2013_Winter,7,6,TRUE,40.223333,-8.4647
M_SD_da_Silva_2015_site_A,14,17,TRUE,-22.828888,-47.4327777
M_SD_da_Silva_2015_site_B,31,30,TRUE,-22.5769444,-47.508333
M_SD_da_Silva_2015_site_C,16,14,TRUE,-22.6719444,-47.206111
M_SD_Daru_2015,8,40,TRUE,9.875,8.975
M_SD_David_2011_tree_focal_watches,19,8,TRUE,13.75,80.2
M_SD_de_la_Pena_2003,12,25,TRUE,-31.33333333,-60.66666667
M_SD_de_Oliveira_1999,19,44,TRUE,-19.76666,-40.033333
M_SD_Debussche_1989,49,25,TRUE,43.666666,3.66666
M_SD_Dehling_2017_San_Pedro_1,25,50,TRUE,-13.0506,-71.5356
M_SD_Dehling_2017_San_Pedro_2,19,45,TRUE,-13.0506,-71.5356
M_SD_Dehling_2017_San_Pedro_3,16,33,TRUE,-13.0506,-71.5356
M_SD_Dehling_2017_San_Pedro_4,20,30,TRUE,-13.0506,-71.5356
M_SD_Dehling_2017_Wayqecha_1,21,19,TRUE,-13.0506,-71.5356
M_SD_Dehling_2017_Wayqecha_2,25,17,TRUE,-13.0506,-71.5356
M_SD_Dehling_2017_Wayqecha_3,24,16,TRUE,-13.0506,-71.5356
M_SD_Dehling_2017_Wayqecha_4,20,18,TRUE,-13.0506,-71.5356
M_SD_Donatti_2011,45,46,TRUE,-19.4075,-56.208333
M_SD_Dos_Reis_1983_Cult_et_form_sec,30,14,TRUE,-3.03,-60.01
M_SD_Dowsett-Lemaire_1988,125,17,TRUE,-10.5,33.7
M_SD_Dubost_1984,91,7,TRUE,-0.566666667,12.86666667
M_SD_Dupont_1997,5,9,TRUE,50.08,4.59
M_SD_Engel_2000,543,29,TRUE,-4.2,39.4
M_SD_Estrada-Villegas_2010,12,8,TRUE,4.75,-75.766666
M_SD_Fadini_2004,25,29,TRUE,-20.7538888,-42.8813888
M_SD_Falcon_2018,37,10,TRUE,-9.4366,46.451
M_SD_Faria_1996,16,8,TRUE,-22.74583,-47.10917
M_SD_Faustino_2006,9,8,TRUE,-12.8216666,-41.3408333
M_SD_Fleming_1977,9,6,TRUE,10.85,-85.75
M_SD_Fonseca_2007,16,38,TRUE,-23.4619444,-46.6330555
M_SD_Fontanari_2018,43,45,TRUE,-29.6425,-53.58555
M_SD_fragmented_Farwig,9,26,TRUE,52.71765667,23.84489955
M_SD_Fricke_2018_Saipan,6,7,TRUE,15.25,145.8
M_SD_Frost1980,16,10,TRUE,-28.95,31.75
M_SD_Fuentes_1994,12,9,TRUE,42.5,-6.86638889
M_SD_Galetti1996-1,7,18,TRUE,-22.816667,-47.1
M_SD_Galetti1996-2,35,29,TRUE,-22.816667,-47.1
M_SD_Garcia_2014_Blue_Duck,11,5,TRUE,-42.2361111,173.7855555
M_SD_Garcia_2014_Charles_Plimmer,12,6,TRUE,-41.2925,174.7975
M_SD_Garcia_2014_George_Denton,11,5,TRUE,-41.3033333,174.7525
M_SD_Garcia_2014_Mount_Fyfee_Reserve,10,5,TRUE,-42.3291666,173.634444
M_SD_Garcia_2014_Puhi-Puhi_River,16,7,TRUE,-42.2758333,173.7380555
M_SD_Garcia_2014_Zealandia,12,7,TRUE,-41.2944444,174.746111
M_SD_Garcia_2016,7,17,TRUE,43.25,-5.97
M_SD_Garcia_et_al,14,6,TRUE,-19.66667,-42.91667
M_SD_Garcia-Estrada_2012,38,6,TRUE,15.16666,-92.333
M_SD_Garcia-Morales_2012,15,7,TRUE,22.11,-99.24
M_SD_Genrich_2017,29,7,TRUE,-20,-43.93
M_SD_Githiru_2002,5,5,TRUE,-3.33333,38.25
M_SD_Gomes_2013,22,7,TRUE,-22.575,-43.692
M_SD_Gorchov_1995,82,18,TRUE,-4.916667,-74.75
M_SD_Hamann1999,36,19,TRUE,10.683333,123.183333
M_SD_Hasui_1998,46,29,TRUE,-23.55,-46.71667
M_SD_Hayashi_1996,13,7,TRUE,-22.849,-48.406
M_SD_Heleno,41,8,TRUE,37.795017,-25.185375
M_SD_Hernandez-Montero_2015_B4_Dry,6,5,TRUE,19.530091,-96.973896
M_SD_Hernandez-Montero_2015_B4_Norte,6,6,TRUE,19.530091,-96.973896
M_SD_Hladik_1969,65,5,TRUE,9.15,-79.85
M_SD_Hodgkison_2001,33,9,TRUE,3.716667,102.283333
M_SD_Hovestadt_1997,28,63,TRUE,8.722,-3.8
M_SD_Innis_1989_ANVF,17,5,TRUE,-26.7,152.437
M_SD_Innis_1989_NVF_CNVF,41,5,TRUE,-26.7,152.6
M_SD_Jaroszewicz_2013,192,5,TRUE,52.84167,23.825
M_SD_Jayasekara_2003,9,10,TRUE,6.4,80.548
M_SD_Jayasekara_2007,15,21,TRUE,6.4,80.548
M_SD_Jordano-1,25,33,TRUE,37.927466,-2.866349
M_SD_Junior_2010,7,5,TRUE,-22.18784444,-47.44880556
M_SD_Kalko_BCI_zero_intx_removed,35,19,TRUE,9.15,-79.85
M_SD_Kamruzzaman_2008,27,19,TRUE,22.47226,91.78878
M_SD_Kantak1979,5,27,TRUE,18.506978,-89.486184
M_SD_Kessler-Rios_2012,13,32,TRUE,4.71666667,-75.5666
M_SD_KITA_mammals_added,15,28,TRUE,14.16667,101.4583
M_SD_Kitamura_2002,203,10,TRUE,14.16667,101.4583
M_SD_Koike_2008,16,5,TRUE,35.84,139.059
M_SD_Kone_2008,52,7,TRUE,6.07,-7.47
M_SD_Labbe_2011,7,12,TRUE,42.4,-73
M_SD_Lambert1989,24,61,TRUE,3.716667,102.283333
M_SD_Lefevre_2008,58,33,TRUE,11.28333,-60.616667
M_SD_Lessa_2010,14,5,TRUE,-18.15,-43.38333
M_SD_Lessa_2013,23,7,TRUE,-18.15,-43.38333
M_SD_Lima_2016,23,13,TRUE,-19.145,-40.052
M_SD_Llewellyn_1952,17,5,TRUE,39.059,-76.785
M_SD_Loayza_2006,6,6,TRUE,-16.433,-68.9
M_SD_Lopez_and_Vaughn_2004,35,14,TRUE,10.43333,-83.98333
M_SD_Lou_2005,29,11,TRUE,17.06944,-89.4
M_SD_Lou_2007,19,7,TRUE,15.78653,-88.84256
M_SD_MacFarlane_2016,14,6,TRUE,-42.377,173.616
M_SD_Machado-de-Souza_2019,90,67,TRUE,-25.2,-48.366666
M_SD_Mack1996,25,28,TRUE,-6.723333,145.093333
M_SD_Malacco_da_Silva_2014,20,31,TRUE,-18.95,-48.2
M_SD_Malmborg_1988_1980,5,6,TRUE,40.11639,-88.24333
M_SD_Malmborg_1988_1981,6,11,TRUE,40.11639,-88.24333
M_SD_Malmborg_1988_1982,5,9,TRUE,40.11639,-88.24333
M_SD_Mancina_2007_dry,10,5,TRUE,22.85,-82.93333
M_SD_Marcos_da_Silva_2013,5,36,TRUE,-18.91666667,-48.28333333
M_SD_Mello_2014_Mata_de_Grota,12,7,TRUE,-21.712,-43.89757
M_SD_Menke_2012_edge_highly_dist,8,39,TRUE,0.2916667,34.79167
M_SD_Menke_2012_edge_little_dist,7,38,TRUE,0.2916667,34.79167
M_SD_Menke_2012_interior_highly_dist,8,34,TRUE,0.2916667,34.79167
M_SD_Menke_2012_interior_little_dist,8,30,TRUE,0.2916667,34.79167
M_SD_Milton_2001,7,6,TRUE,-30,21
M_SD_Montalvan_2015,57,17,TRUE,-4.213,-73.734
M_SD_Moreno-Mosquera_2011,20,11,TRUE,3.833333,-76.33333
M_SD_Munin_2012,10,9,TRUE,-19.56667,-56.23333
M_SD_Munster_2008,28,7,TRUE,-25.166666,-48.25
M_SD_Nogales_2017,49,16,TRUE,-0.701,-90.319
M_SD_Noma_1997,23,9,TRUE,30.33333,130.5
M_SD_Novoa_2011,22,7,TRUE,-3.8,-80.3
M_SD_Odonnell_1994,32,15,TRUE,-43.75,169.4
M_SD_Olesen_2018,46,18,TRUE,-0.94,-91
M_SD_Ortiz-Pulido_2000,32,52,TRUE,19.6,-96.38027778
M_SD_Palacios_2016,60,75,TRUE,3.54,-76.61
M_SD_Palita_2011,6,26,TRUE,29.63333333,79.6
M_SD_Passos_2003,23,6,TRUE,-24.26667,-48.4
M_SD_Pedro_1992,12,6,TRUE,-19.175,-48.4
M_SD_Peredo_2013_Pto_de_San_Lorenzo,7,5,TRUE,43.14111111,-6.195
M_SD_Peredo_2013_Puertos_de_Marabio,6,5,TRUE,43.23527778,-6.120833333
M_SD_Perez-Torres_2004,9,6,TRUE,4.772777778,-74.40305556
M_SD_Plein_2013_Farmland_autumn,12,24,TRUE,50.55,9.216666667
M_SD_Plein_2013_Farmland_summer,12,17,TRUE,50.55,9.216666667
M_SD_Plein_2013_Forest_autumn,16,20,TRUE,50.55,9.216666667
M_SD_Plein_2013_Orchard_autumn,17,26,TRUE,50.55,9.216666667
M_SD_Plein_2013_Orchard_summer,12,22,TRUE,50.55,9.216666667
M_SD_Poulin1999_psychotria,13,11,TRUE,8.992139043,-79.5445884
M_SD_Poulsen_2001_2002_primates,148,7,TRUE,50.55,9.216666667
M_SD_Prather_2000,5,22,TRUE,36.138,-94.122
M_SD_Pratt_1985,20,16,TRUE,-7.214,146.8
M_SD_Preciado-Benitez_2015,14,10,TRUE,17,-93.6
M_SD_Purificacao_2014_forest_dry,23,42,TRUE,-15.86666667,-51.26666667
M_SD_Purificacao_2014_savannah_dry,11,26,TRUE,-15.86666667,-51.26666667
M_SD_Purificacao_2014_savannah_rainy,7,9,TRUE,-15.86666667,-51.26666667
M_SD_Quijano-Vasquez_2017,16,6,TRUE,14.4,-89.33
M_SD_Quitian_2018_1000Fragmented,20,37,TRUE,-4.1,-78.966667
M_SD_Quitian_2018_1000Natural,25,36,TRUE,-4.1,-78.966667
M_SD_Quitian_2018_2000Fragmented,19,15,TRUE,-3.966666,-79.0666666
M_SD_Quitian_2018_2000Natural,12,15,TRUE,-3.966666,-79.0666666
M_SD_Ramaswami_2017,10,9,TRUE,17.05,78.75
M_SD_Ramos-Robles_2016_net10,11,17,TRUE,19.59027778,-96.38027778
M_SD_Ramos-Robles_2016_net2,12,12,TRUE,19.59027778,-96.38027778
M_SD_Ramos-Robles_2016_net3,8,25,TRUE,19.59027778,-96.38027778
M_SD_Ramos-Robles_2016_net4,5,12,TRUE,19.59027778,-96.38027778
M_SD_Ramos-Robles_2016_net6,7,17,TRUE,19.59027778,-96.38027778
M_SD_Ramos-Robles_2016_net7,7,15,TRUE,19.59027778,-96.38027778
M_SD_Ramos-Robles_2016_net8,12,24,TRUE,19.59027778,-96.38027778
M_SD_Ramos-Robles_2018,27,53,TRUE,19.59027778,-96.38027778
M_SD_Reid_2011,11,11,TRUE,-33.38333333,-70.51666667
M_SD_Robinson_2015,6,29,TRUE,-22.70777778,-47.60611111
M_SD_Rosalino_2010,6,5,TRUE,38.1,-8.566666667
M_SD_Rozzi_1996,6,6,TRUE,-42.8,-73.5
M_SD_Ruggera_2016_A,18,20,TRUE,-23.69333333,-64.86833333
M_SD_Ruggera_2016_Chorro_de_Loros,21,22,TRUE,-24.73,-64.67166667
M_SD_Ruggera_2016_EcoPortal,16,17,TRUE,-24.09833333,-64.44833333
M_SD_Ruggera_2016_El_Noglar,13,17,TRUE,-22.27833333,-64.71
M_SD_Ruggera_2016_La_Florida,15,16,TRUE,-27.22666667,-65.625
M_SD_Ruggera_2016_Los_Chorizos,20,21,TRUE,-27.25,-65.88833333
M_SD_Ruggera_2016_Pozo_Verde,12,15,TRUE,-24.75666667,-64.69333333
M_SD_Ruggera_2016_Quebrada_del_Port,7,15,TRUE,-27.03,-65.77333333
M_SD_Ruggera_2016_San_Javier,16,13,TRUE,-26.6,-65.55
M_SD_Ruggera_2016_Sevenguillar,20,15,TRUE,-23.03333333,-64.06666667
M_SD_SAAV1,34,36,TRUE,-16.4103,-67.5267
M_SD_SAAV2,19,20,TRUE,-16.4103,-67.5267
M_SD_Sanchez_2012_Iguazu,17,5,TRUE,-25.66666667,-54.45
M_SD_Sanitjan_2009_ML_primary_forest,7,21,TRUE,21.96388889,101.1694444
M_SD_Sanitjan_2009_XTBG_arboretum,9,16,TRUE,21.925,101.2555556
M_SD_Sankamethawee_2011,17,41,TRUE,14.43333333,101.3666667
M_SD_Santiago_2014_close_to_remnant,14,7,TRUE,17.3,-94.3
M_SD_Santiago_2014_far_from_remnant,15,9,TRUE,17.9,-94.1
M_SD_SARM_whole_network_from_paper,54,18,TRUE,-8.966667,-36.05
M_SD_Scherer_2007,11,18,TRUE,-30.38086111,-51.00805556
M_SD_Sethi_2012,6,31,TRUE,27.1,92.83
M_SD_Silva_Oliveira_2018,10,6,TRUE,-11.11666667,-37.18333333
M_SD_Silveira_2006,7,6,TRUE,-22.370941,-46.980952
M_SD_Skeate_1985,30,22,TRUE,29.75,-82.5
M_SD_Skutch_1980,11,87,TRUE,9.33,-83.63
M_SD_Snow_1988_DJF,18,15,TRUE,53.056889,-1.851371
M_SD_Snow_1988_JJA,20,18,TRUE,53.056889,-1.851371
M_SD_Snow_1988_MAM,6,10,TRUE,53.056889,-1.851371
M_SD_Snow_1988_SON,20,23,TRUE,53.056889,-1.851371
M_SD_Sorensen_1981,11,14,TRUE,51.766667,-1.333333
M_SD_Souza_Gomes_2008_primary_forest,10,10,TRUE,-1.205555556,-48.295
M_SD_Souza_Gomes_2008_secondary_fore,14,15,TRUE,-1.213888889,-48.29027778
M_SD_Souza_Laurindo_2017,14,8,TRUE,-21.4,-46.25
M_SD_Suarez-Castro_2015,18,17,TRUE,2.72825,-73.75069444
M_SD_Suzuki_2007,63,7,TRUE,14.16667,101.4583
M_SD_Tavares_2007,9,7,TRUE,-19.75,-42.55
M_SD_Toledo_2018,47,13,TRUE,-22.3958,-47.543889
M_SD_Traveset_1992,6,9,TRUE,39.14,2.94
M_SD_Tutin1997,16,8,TRUE,0.166667,11.583333
