"";"network_db";"network_id";"reference";"citation";"doi"
"370";"mangal";"4469";NA;"kolpelke2017";"10.1002/ecy.1832"
"371";"mangal";"4470";NA;"kolpelke2017";"10.1002/ecy.1832"
"372";"mangal";"4471";NA;"kolpelke2017";"10.1002/ecy.1832"
"373";"mangal";"4472";NA;"kolpelke2017";"10.1002/ecy.1832"
"374";"mangal";"4473";NA;"kolpelke2017";"10.1002/ecy.1832"
"375";"mangal";"4474";NA;"kolpelke2017";"10.1002/ecy.1832"
"376";"mangal";"4475";NA;"kolpelke2017";"10.1002/ecy.1832"
"377";"mangal";"4476";NA;"kolpelke2017";"10.1002/ecy.1832"
"378";"mangal";"4477";NA;"kolpelke2017";"10.1002/ecy.1832"
"379";"mangal";"4478";NA;"kolpelke2017";"10.1002/ecy.1832"
"380";"mangal";"4479";NA;"kolpelke2017";"10.1002/ecy.1832"
"381";"mangal";"4480";NA;"kolpelke2017";"10.1002/ecy.1832"
"382";"mangal";"4481";NA;"kolpelke2017";"10.1002/ecy.1832"
"383";"mangal";"4482";NA;"kolpelke2017";"10.1002/ecy.1832"
"384";"mangal";"4483";NA;"kolpelke2017";"10.1002/ecy.1832"
"385";"mangal";"4484";NA;"kolpelke2017";"10.1002/ecy.1832"
"386";"mangal";"4485";NA;"kolpelke2017";"10.1002/ecy.1832"
"387";"mangal";"4486";NA;"kolpelke2017";"10.1002/ecy.1832"
"388";"mangal";"4487";NA;"kolpelke2017";"10.1002/ecy.1832"
"389";"mangal";"4488";NA;"kolpelke2017";"10.1002/ecy.1832"
"390";"mangal";"4489";NA;"kolpelke2017";"10.1002/ecy.1832"
"391";"mangal";"4490";NA;"kolpelke2017";"10.1002/ecy.1832"
"392";"mangal";"4491";NA;"kolpelke2017";"10.1002/ecy.1832"
"393";"mangal";"4492";NA;"kolpelke2017";"10.1002/ecy.1832"
"394";"mangal";"4493";NA;"kolpelke2017";"10.1002/ecy.1832"
"395";"mangal";"4494";NA;"kolpelke2017";"10.1002/ecy.1832"
"396";"mangal";"4495";NA;"kolpelke2017";"10.1002/ecy.1832"
"397";"mangal";"4496";NA;"kolpelke2017";"10.1002/ecy.1832"
"398";"mangal";"4497";NA;"kolpelke2017";"10.1002/ecy.1832"
"399";"mangal";"4498";NA;"kolpelke2017";"10.1002/ecy.1832"
"400";"mangal";"4499";NA;"kolpelke2017";"10.1002/ecy.1832"
"401";"mangal";"4500";NA;"kolpelke2017";"10.1002/ecy.1832"
"402";"mangal";"4501";NA;"kolpelke2017";"10.1002/ecy.1832"
"403";"mangal";"4502";NA;"kolpelke2017";"10.1002/ecy.1832"
"404";"mangal";"4503";NA;"kolpelke2017";"10.1002/ecy.1832"
"405";"mangal";"4504";NA;"kolpelke2017";"10.1002/ecy.1832"
"406";"mangal";"4505";NA;"kolpelke2017";"10.1002/ecy.1832"
"407";"mangal";"4506";NA;"kolpelke2017";"10.1002/ecy.1832"
"408";"mangal";"4507";NA;"kolpelke2017";"10.1002/ecy.1832"
"409";"mangal";"4508";NA;"kolpelke2017";"10.1002/ecy.1832"
"410";"mangal";"4509";NA;"kolpelke2017";"10.1002/ecy.1832"
"411";"mangal";"4510";NA;"kolpelke2017";"10.1002/ecy.1832"
"412";"mangal";"4511";NA;"kolpelke2017";"10.1002/ecy.1832"
"413";"mangal";"4512";NA;"kolpelke2017";"10.1002/ecy.1832"
"414";"mangal";"4513";NA;"kolpelke2017";"10.1002/ecy.1832"
"415";"mangal";"4514";NA;"kolpelke2017";"10.1002/ecy.1832"
"416";"mangal";"4515";NA;"kolpelke2017";"10.1002/ecy.1832"
"417";"mangal";"4516";NA;"kolpelke2017";"10.1002/ecy.1832"
"418";"mangal";"4517";NA;"kolpelke2017";"10.1002/ecy.1832"
"419";"mangal";"4518";NA;"kolpelke2017";"10.1002/ecy.1832"
"420";"mangal";"4519";NA;"kolpelke2017";"10.1002/ecy.1832"
"421";"mangal";"4520";NA;"kolpelke2017";"10.1002/ecy.1832"
"422";"mangal";"4521";NA;"kolpelke2017";"10.1002/ecy.1832"
"423";"mangal";"4522";NA;"kolpelke2017";"10.1002/ecy.1832"
"424";"mangal";"4523";NA;"kolpelke2017";"10.1002/ecy.1832"
"425";"mangal";"4524";NA;"kolpelke2017";"10.1002/ecy.1832"
"426";"mangal";"4525";NA;"kolpelke2017";"10.1002/ecy.1832"
"427";"mangal";"4526";NA;"kolpelke2017";"10.1002/ecy.1832"
"428";"mangal";"4527";NA;"kolpelke2017";"10.1002/ecy.1832"
"429";"mangal";"4528";NA;"kolpelke2017";"10.1002/ecy.1832"
"430";"mangal";"4529";NA;"kolpelke2017";"10.1002/ecy.1832"
"431";"mangal";"4530";NA;"kolpelke2017";"10.1002/ecy.1832"
"432";"mangal";"4531";NA;"kolpelke2017";"10.1002/ecy.1832"
"433";"mangal";"4532";NA;"kolpelke2017";"10.1002/ecy.1832"
"434";"mangal";"4533";NA;"kolpelke2017";"10.1002/ecy.1832"
"435";"mangal";"4534";NA;"kolpelke2017";"10.1002/ecy.1832"
"436";"mangal";"4535";NA;"kolpelke2017";"10.1002/ecy.1832"
"437";"mangal";"4536";NA;"kolpelke2017";"10.1002/ecy.1832"
"438";"mangal";"4537";NA;"kolpelke2017";"10.1002/ecy.1832"
"439";"mangal";"4538";NA;"kolpelke2017";"10.1002/ecy.1832"
"440";"mangal";"4539";NA;"kolpelke2017";"10.1002/ecy.1832"
"441";"mangal";"4540";NA;"kolpelke2017";"10.1002/ecy.1832"
"442";"mangal";"4541";NA;"kolpelke2017";"10.1002/ecy.1832"
"443";"mangal";"4542";NA;"kolpelke2017";"10.1002/ecy.1832"
"444";"mangal";"4543";NA;"kolpelke2017";"10.1002/ecy.1832"
"445";"mangal";"4544";NA;"kolpelke2017";"10.1002/ecy.1832"
"446";"mangal";"4545";NA;"kolpelke2017";"10.1002/ecy.1832"
"447";"mangal";"4546";NA;"kolpelke2017";"10.1002/ecy.1832"
"448";"mangal";"4547";NA;"kolpelke2017";"10.1002/ecy.1832"
"449";"mangal";"4548";NA;"kolpelke2017";"10.1002/ecy.1832"
"450";"mangal";"4549";NA;"kolpelke2017";"10.1002/ecy.1832"
"451";"mangal";"4550";NA;"kolpelke2017";"10.1002/ecy.1832"
"452";"mangal";"4551";NA;"kolpelke2017";"10.1002/ecy.1832"
"453";"mangal";"4552";NA;"kolpelke2017";"10.1002/ecy.1832"
"454";"mangal";"4553";NA;"kolpelke2017";"10.1002/ecy.1832"
"455";"mangal";"4554";NA;"kolpelke2017";"10.1002/ecy.1832"
"456";"mangal";"4555";NA;"kolpelke2017";"10.1002/ecy.1832"
"457";"mangal";"4556";NA;"kolpelke2017";"10.1002/ecy.1832"
"458";"mangal";"4557";NA;"kolpelke2017";"10.1002/ecy.1832"
"459";"mangal";"4558";NA;"kolpelke2017";"10.1002/ecy.1832"
"460";"mangal";"4559";NA;"kolpelke2017";"10.1002/ecy.1832"
"461";"mangal";"4560";NA;"kolpelke2017";"10.1002/ecy.1832"
"462";"mangal";"4561";NA;"kolpelke2017";"10.1002/ecy.1832"
"463";"mangal";"4562";NA;"kolpelke2017";"10.1002/ecy.1832"
"464";"mangal";"4563";NA;"kolpelke2017";"10.1002/ecy.1832"
"465";"mangal";"4564";NA;"kolpelke2017";"10.1002/ecy.1832"
"466";"mangal";"4565";NA;"kolpelke2017";"10.1002/ecy.1832"
"467";"mangal";"4566";NA;"kolpelke2017";"10.1002/ecy.1832"
"468";"mangal";"4567";NA;"kolpelke2017";"10.1002/ecy.1832"
"469";"mangal";"4568";NA;"kolpelke2017";"10.1002/ecy.1832"
"470";"mangal";"4569";NA;"kolpelke2017";"10.1002/ecy.1832"
"471";"mangal";"4570";NA;"kolpelke2017";"10.1002/ecy.1832"
"472";"mangal";"4571";NA;"kolpelke2017";"10.1002/ecy.1832"
"473";"mangal";"4572";NA;"kolpelke2017";"10.1002/ecy.1832"
"474";"mangal";"4573";NA;"kolpelke2017";"10.1002/ecy.1832"
"475";"mangal";"4574";NA;"kolpelke2017";"10.1002/ecy.1832"
"476";"mangal";"4575";NA;"kolpelke2017";"10.1002/ecy.1832"
"477";"mangal";"4576";NA;"kolpelke2017";"10.1002/ecy.1832"
"478";"mangal";"4577";NA;"kolpelke2017";"10.1002/ecy.1832"
"479";"mangal";"4578";NA;"kolpelke2017";"10.1002/ecy.1832"
"480";"mangal";"4579";NA;"kolpelke2017";"10.1002/ecy.1832"
"481";"mangal";"4580";NA;"kolpelke2017";"10.1002/ecy.1832"
"482";"mangal";"4581";NA;"kolpelke2017";"10.1002/ecy.1832"
"483";"mangal";"4582";NA;"kolpelke2017";"10.1002/ecy.1832"
"484";"mangal";"4583";NA;"kolpelke2017";"10.1002/ecy.1832"
"485";"mangal";"4584";NA;"kolpelke2017";"10.1002/ecy.1832"
"486";"mangal";"4585";NA;"kolpelke2017";"10.1002/ecy.1832"
"487";"mangal";"4586";NA;"kolpelke2017";"10.1002/ecy.1832"
"488";"mangal";"4587";NA;"kolpelke2017";"10.1002/ecy.1832"
"489";"mangal";"4588";NA;"kolpelke2017";"10.1002/ecy.1832"
"490";"mangal";"4589";NA;"kolpelke2017";"10.1002/ecy.1832"
"491";"mangal";"4590";NA;"kolpelke2017";"10.1002/ecy.1832"
"492";"mangal";"4591";NA;"kolpelke2017";"10.1002/ecy.1832"
"493";"mangal";"4592";NA;"kolpelke2017";"10.1002/ecy.1832"
"494";"mangal";"4593";NA;"kolpelke2017";"10.1002/ecy.1832"
"495";"mangal";"4594";NA;"kolpelke2017";"10.1002/ecy.1832"
"496";"mangal";"4595";NA;"kolpelke2017";"10.1002/ecy.1832"
"497";"mangal";"4596";NA;"kolpelke2017";"10.1002/ecy.1832"
"498";"mangal";"4597";NA;"kolpelke2017";"10.1002/ecy.1832"
"499";"mangal";"4598";NA;"kolpelke2017";"10.1002/ecy.1832"
"500";"mangal";"4599";NA;"kolpelke2017";"10.1002/ecy.1832"
"501";"mangal";"4600";NA;"kolpelke2017";"10.1002/ecy.1832"
"502";"mangal";"4601";NA;"kolpelke2017";"10.1002/ecy.1832"
"503";"mangal";"4602";NA;"kolpelke2017";"10.1002/ecy.1832"
"504";"mangal";"4603";NA;"kolpelke2017";"10.1002/ecy.1832"
"505";"mangal";"4604";NA;"kolpelke2017";"10.1002/ecy.1832"
"506";"mangal";"4605";NA;"kolpelke2017";"10.1002/ecy.1832"
"507";"mangal";"4606";NA;"kolpelke2017";"10.1002/ecy.1832"
"508";"mangal";"4607";NA;"kolpelke2017";"10.1002/ecy.1832"
"509";"mangal";"4608";NA;"kolpelke2017";"10.1002/ecy.1832"
"510";"mangal";"4609";NA;"kolpelke2017";"10.1002/ecy.1832"
"511";"mangal";"4610";NA;"kolpelke2017";"10.1002/ecy.1832"
"512";"mangal";"4611";NA;"kolpelke2017";"10.1002/ecy.1832"
"513";"mangal";"4612";NA;"kolpelke2017";"10.1002/ecy.1832"
"514";"mangal";"4613";NA;"kolpelke2017";"10.1002/ecy.1832"
"515";"mangal";"4614";NA;"kolpelke2017";"10.1002/ecy.1832"
"516";"mangal";"4615";NA;"kolpelke2017";"10.1002/ecy.1832"
"517";"mangal";"4616";NA;"kolpelke2017";"10.1002/ecy.1832"
"518";"mangal";"4617";NA;"kolpelke2017";"10.1002/ecy.1832"
"519";"mangal";"4618";NA;"kolpelke2017";"10.1002/ecy.1832"
"520";"mangal";"4619";NA;"kolpelke2017";"10.1002/ecy.1832"
"521";"mangal";"4620";NA;"kolpelke2017";"10.1002/ecy.1832"
"522";"mangal";"4621";NA;"kolpelke2017";"10.1002/ecy.1832"
"523";"mangal";"4622";NA;"kolpelke2017";"10.1002/ecy.1832"
"524";"mangal";"4623";NA;"kolpelke2017";"10.1002/ecy.1832"
"525";"mangal";"4624";NA;"kolpelke2017";"10.1002/ecy.1832"
"526";"mangal";"4625";NA;"kolpelke2017";"10.1002/ecy.1832"
"527";"mangal";"4626";NA;"kolpelke2017";"10.1002/ecy.1832"
"528";"mangal";"4627";NA;"kolpelke2017";"10.1002/ecy.1832"
"529";"mangal";"4628";NA;"kolpelke2017";"10.1002/ecy.1832"
"530";"mangal";"4629";NA;"kolpelke2017";"10.1002/ecy.1832"
"531";"mangal";"4630";NA;"kolpelke2017";"10.1002/ecy.1832"
"532";"mangal";"4631";NA;"kolpelke2017";"10.1002/ecy.1832"
"533";"mangal";"4632";NA;"kolpelke2017";"10.1002/ecy.1832"
"534";"mangal";"4633";NA;"kolpelke2017";"10.1002/ecy.1832"
"535";"mangal";"4634";NA;"kolpelke2017";"10.1002/ecy.1832"
"536";"mangal";"4635";NA;"kolpelke2017";"10.1002/ecy.1832"
"537";"mangal";"4636";NA;"kolpelke2017";"10.1002/ecy.1832"
"538";"mangal";"4637";NA;"kolpelke2017";"10.1002/ecy.1832"
"539";"mangal";"4638";NA;"kolpelke2017";"10.1002/ecy.1832"
"540";"mangal";"4639";NA;"kolpelke2017";"10.1002/ecy.1832"
"541";"mangal";"4640";NA;"kolpelke2017";"10.1002/ecy.1832"
"542";"mangal";"4641";NA;"kolpelke2017";"10.1002/ecy.1832"
"543";"mangal";"4642";NA;"kolpelke2017";"10.1002/ecy.1832"
"544";"mangal";"4643";NA;"kolpelke2017";"10.1002/ecy.1832"
"545";"mangal";"4644";NA;"kolpelke2017";"10.1002/ecy.1832"
"546";"mangal";"4645";NA;"kolpelke2017";"10.1002/ecy.1832"
"547";"mangal";"4646";NA;"kolpelke2017";"10.1002/ecy.1832"
"548";"mangal";"4647";NA;"kolpelke2017";"10.1002/ecy.1832"
"549";"mangal";"4648";NA;"kolpelke2017";"10.1002/ecy.1832"
"550";"mangal";"4649";NA;"kolpelke2017";"10.1002/ecy.1832"
"551";"mangal";"4650";NA;"kolpelke2017";"10.1002/ecy.1832"
"552";"mangal";"4651";NA;"kolpelke2017";"10.1002/ecy.1832"
"553";"mangal";"4652";NA;"kolpelke2017";"10.1002/ecy.1832"
"554";"mangal";"4653";NA;"kolpelke2017";"10.1002/ecy.1832"
"555";"mangal";"4654";NA;"kolpelke2017";"10.1002/ecy.1832"
"556";"mangal";"4655";NA;"kolpelke2017";"10.1002/ecy.1832"
"557";"mangal";"4656";NA;"kolpelke2017";"10.1002/ecy.1832"
"558";"mangal";"4657";NA;"kolpelke2017";"10.1002/ecy.1832"
"559";"mangal";"4658";NA;"kolpelke2017";"10.1002/ecy.1832"
"560";"mangal";"4659";NA;"kolpelke2017";"10.1002/ecy.1832"
"561";"mangal";"4660";NA;"kolpelke2017";"10.1002/ecy.1832"
"562";"mangal";"4661";NA;"kolpelke2017";"10.1002/ecy.1832"
"563";"mangal";"4662";NA;"kolpelke2017";"10.1002/ecy.1832"
"564";"mangal";"4663";NA;"kolpelke2017";"10.1002/ecy.1832"
"565";"mangal";"4664";NA;"kolpelke2017";"10.1002/ecy.1832"
"566";"mangal";"4665";NA;"kolpelke2017";"10.1002/ecy.1832"
"567";"mangal";"4666";NA;"kolpelke2017";"10.1002/ecy.1832"
"568";"mangal";"4667";NA;"kolpelke2017";"10.1002/ecy.1832"
"569";"mangal";"4668";NA;"kolpelke2017";"10.1002/ecy.1832"
"570";"mangal";"4669";NA;"kolpelke2017";"10.1002/ecy.1832"
"571";"mangal";"4670";NA;"kolpelke2017";"10.1002/ecy.1832"
"572";"mangal";"4671";NA;"kolpelke2017";"10.1002/ecy.1832"
"573";"mangal";"4672";NA;"kolpelke2017";"10.1002/ecy.1832"
"574";"mangal";"4673";NA;"kolpelke2017";"10.1002/ecy.1832"
"575";"mangal";"4674";NA;"kolpelke2017";"10.1002/ecy.1832"
"576";"mangal";"4675";NA;"kolpelke2017";"10.1002/ecy.1832"
"577";"mangal";"4676";NA;"kolpelke2017";"10.1002/ecy.1832"
"578";"mangal";"4677";NA;"kolpelke2017";"10.1002/ecy.1832"
"579";"mangal";"4678";NA;"kolpelke2017";"10.1002/ecy.1832"
"580";"mangal";"4679";NA;"kolpelke2017";"10.1002/ecy.1832"
"581";"mangal";"4680";NA;"kolpelke2017";"10.1002/ecy.1832"
"582";"mangal";"4681";NA;"kolpelke2017";"10.1002/ecy.1832"
"583";"mangal";"4682";NA;"kolpelke2017";"10.1002/ecy.1832"
"584";"mangal";"4683";NA;"kolpelke2017";"10.1002/ecy.1832"
"585";"mangal";"4684";NA;"kolpelke2017";"10.1002/ecy.1832"
"586";"mangal";"4685";NA;"kolpelke2017";"10.1002/ecy.1832"
"587";"mangal";"4686";NA;"kolpelke2017";"10.1002/ecy.1832"
"588";"mangal";"4687";NA;"kolpelke2017";"10.1002/ecy.1832"
"589";"mangal";"4688";NA;"kolpelke2017";"10.1002/ecy.1832"
"590";"mangal";"4689";NA;"kolpelke2017";"10.1002/ecy.1832"
"591";"mangal";"4690";NA;"kolpelke2017";"10.1002/ecy.1832"
"592";"mangal";"4691";NA;"kolpelke2017";"10.1002/ecy.1832"
"593";"mangal";"4692";NA;"kolpelke2017";"10.1002/ecy.1832"
"594";"mangal";"4693";NA;"kolpelke2017";"10.1002/ecy.1832"
"595";"mangal";"4694";NA;"kolpelke2017";"10.1002/ecy.1832"
"596";"mangal";"4695";NA;"kolpelke2017";"10.1002/ecy.1832"
"597";"mangal";"4696";NA;"kolpelke2017";"10.1002/ecy.1832"
"598";"mangal";"4697";NA;"kolpelke2017";"10.1002/ecy.1832"
"599";"mangal";"4698";NA;"kolpelke2017";"10.1002/ecy.1832"
"600";"mangal";"4699";NA;"kolpelke2017";"10.1002/ecy.1832"
"601";"mangal";"4700";NA;"kolpelke2017";"10.1002/ecy.1832"
"602";"mangal";"4701";NA;"kolpelke2017";"10.1002/ecy.1832"
"603";"mangal";"4702";NA;"kolpelke2017";"10.1002/ecy.1832"
"604";"mangal";"4703";NA;"kolpelke2017";"10.1002/ecy.1832"
"605";"mangal";"4704";NA;"kolpelke2017";"10.1002/ecy.1832"
"606";"mangal";"4705";NA;"kolpelke2017";"10.1002/ecy.1832"
"607";"mangal";"4706";NA;"kolpelke2017";"10.1002/ecy.1832"
"608";"mangal";"4707";NA;"kolpelke2017";"10.1002/ecy.1832"
"609";"mangal";"4708";NA;"kolpelke2017";"10.1002/ecy.1832"
"610";"mangal";"4709";NA;"kolpelke2017";"10.1002/ecy.1832"
"611";"mangal";"4710";NA;"kolpelke2017";"10.1002/ecy.1832"
"612";"mangal";"4711";NA;"kolpelke2017";"10.1002/ecy.1832"
"613";"mangal";"4712";NA;"kolpelke2017";"10.1002/ecy.1832"
"614";"mangal";"4713";NA;"kolpelke2017";"10.1002/ecy.1832"
"615";"mangal";"4714";NA;"kolpelke2017";"10.1002/ecy.1832"
"616";"mangal";"4715";NA;"kolpelke2017";"10.1002/ecy.1832"
"617";"mangal";"4716";NA;"kolpelke2017";"10.1002/ecy.1832"
"618";"mangal";"4717";NA;"kolpelke2017";"10.1002/ecy.1832"
"619";"mangal";"4718";NA;"kolpelke2017";"10.1002/ecy.1832"
"620";"mangal";"4719";NA;"kolpelke2017";"10.1002/ecy.1832"
"621";"mangal";"4720";NA;"kolpelke2017";"10.1002/ecy.1832"
"622";"mangal";"4721";NA;"kolpelke2017";"10.1002/ecy.1832"
"623";"mangal";"4722";NA;"kolpelke2017";"10.1002/ecy.1832"
"624";"mangal";"4723";NA;"kolpelke2017";"10.1002/ecy.1832"
"625";"mangal";"4724";NA;"kolpelke2017";"10.1002/ecy.1832"
"626";"mangal";"4725";NA;"kolpelke2017";"10.1002/ecy.1832"
"627";"mangal";"4726";NA;"kolpelke2017";"10.1002/ecy.1832"
"628";"mangal";"4727";NA;"kolpelke2017";"10.1002/ecy.1832"
"629";"mangal";"4728";NA;"kolpelke2017";"10.1002/ecy.1832"
"630";"mangal";"4729";NA;"kolpelke2017";"10.1002/ecy.1832"
"631";"mangal";"4730";NA;"kolpelke2017";"10.1002/ecy.1832"
"632";"mangal";"4731";NA;"kolpelke2017";"10.1002/ecy.1832"
"633";"mangal";"4732";NA;"kolpelke2017";"10.1002/ecy.1832"
"634";"mangal";"4733";NA;"kolpelke2017";"10.1002/ecy.1832"
"635";"mangal";"4734";NA;"kolpelke2017";"10.1002/ecy.1832"
"636";"mangal";"4735";NA;"kolpelke2017";"10.1002/ecy.1832"
"637";"mangal";"4736";NA;"kolpelke2017";"10.1002/ecy.1832"
"638";"mangal";"4737";NA;"kolpelke2017";"10.1002/ecy.1832"
"639";"mangal";"4738";NA;"kolpelke2017";"10.1002/ecy.1832"
"640";"mangal";"4739";NA;"kolpelke2017";"10.1002/ecy.1832"
"641";"mangal";"4740";NA;"kolpelke2017";"10.1002/ecy.1832"
"642";"mangal";"4741";NA;"kolpelke2017";"10.1002/ecy.1832"
"643";"mangal";"4742";NA;"kolpelke2017";"10.1002/ecy.1832"
"644";"mangal";"4743";NA;"kolpelke2017";"10.1002/ecy.1832"
"645";"mangal";"4744";NA;"kolpelke2017";"10.1002/ecy.1832"
"646";"mangal";"4745";NA;"kolpelke2017";"10.1002/ecy.1832"
"647";"mangal";"4746";NA;"kolpelke2017";"10.1002/ecy.1832"
"648";"mangal";"4747";NA;"kolpelke2017";"10.1002/ecy.1832"
"649";"mangal";"4748";NA;"kolpelke2017";"10.1002/ecy.1832"
"650";"mangal";"4749";NA;"kolpelke2017";"10.1002/ecy.1832"
"651";"mangal";"4750";NA;"kolpelke2017";"10.1002/ecy.1832"
"652";"mangal";"4784";NA;"kolpelke2017";"10.1002/ecy.1832"
"653";"mangal";"4751";NA;"kolpelke2017";"10.1002/ecy.1832"
"654";"mangal";"4752";NA;"kolpelke2017";"10.1002/ecy.1832"
"655";"mangal";"4753";NA;"kolpelke2017";"10.1002/ecy.1832"
"656";"mangal";"4754";NA;"kolpelke2017";"10.1002/ecy.1832"
"657";"mangal";"4755";NA;"kolpelke2017";"10.1002/ecy.1832"
"658";"mangal";"4756";NA;"kolpelke2017";"10.1002/ecy.1832"
"659";"mangal";"4757";NA;"kolpelke2017";"10.1002/ecy.1832"
"660";"mangal";"4758";NA;"kolpelke2017";"10.1002/ecy.1832"
"661";"mangal";"4759";NA;"kolpelke2017";"10.1002/ecy.1832"
"662";"mangal";"4760";NA;"kolpelke2017";"10.1002/ecy.1832"
"663";"mangal";"4761";NA;"kolpelke2017";"10.1002/ecy.1832"
"664";"mangal";"4762";NA;"kolpelke2017";"10.1002/ecy.1832"
"665";"mangal";"4763";NA;"kolpelke2017";"10.1002/ecy.1832"
"666";"mangal";"4764";NA;"kolpelke2017";"10.1002/ecy.1832"
"667";"mangal";"4765";NA;"kolpelke2017";"10.1002/ecy.1832"
"668";"mangal";"4766";NA;"kolpelke2017";"10.1002/ecy.1832"
"669";"mangal";"4767";NA;"kolpelke2017";"10.1002/ecy.1832"
"670";"mangal";"4768";NA;"kolpelke2017";"10.1002/ecy.1832"
"671";"mangal";"4769";NA;"kolpelke2017";"10.1002/ecy.1832"
"672";"mangal";"4770";NA;"kolpelke2017";"10.1002/ecy.1832"
"673";"mangal";"4771";NA;"kolpelke2017";"10.1002/ecy.1832"
"674";"mangal";"4772";NA;"kolpelke2017";"10.1002/ecy.1832"
"675";"mangal";"4773";NA;"kolpelke2017";"10.1002/ecy.1832"
"676";"mangal";"4774";NA;"kolpelke2017";"10.1002/ecy.1832"
"677";"mangal";"4775";NA;"kolpelke2017";"10.1002/ecy.1832"
"678";"mangal";"4776";NA;"kolpelke2017";"10.1002/ecy.1832"
"679";"mangal";"4777";NA;"kolpelke2017";"10.1002/ecy.1832"
"680";"mangal";"4778";NA;"kolpelke2017";"10.1002/ecy.1832"
"681";"mangal";"4779";NA;"kolpelke2017";"10.1002/ecy.1832"
"682";"mangal";"4780";NA;"kolpelke2017";"10.1002/ecy.1832"
"683";"mangal";"4781";NA;"kolpelke2017";"10.1002/ecy.1832"
"684";"mangal";"4782";NA;"kolpelke2017";"10.1002/ecy.1832"
"685";"mangal";"4783";NA;"kolpelke2017";"10.1002/ecy.1832"
"686";"mangal";"4785";NA;"kolpelke2017";"10.1002/ecy.1832"
"687";"mangal";"4786";NA;"kolpelke2017";"10.1002/ecy.1832"
"688";"mangal";"4787";NA;"kolpelke2017";"10.1002/ecy.1832"
"689";"mangal";"4788";NA;"kolpelke2017";"10.1002/ecy.1832"
"690";"mangal";"4789";NA;"kolpelke2017";"10.1002/ecy.1832"
"691";"mangal";"4790";NA;"kolpelke2017";"10.1002/ecy.1832"
"692";"mangal";"4791";NA;"kolpelke2017";"10.1002/ecy.1832"
"693";"mangal";"4792";NA;"kolpelke2017";"10.1002/ecy.1832"
"694";"mangal";"4793";NA;"kolpelke2017";"10.1002/ecy.1832"
"695";"mangal";"4794";NA;"kolpelke2017";"10.1002/ecy.1832"
"696";"mangal";"4795";NA;"kolpelke2017";"10.1002/ecy.1832"
"697";"mangal";"4796";NA;"kolpelke2017";"10.1002/ecy.1832"
"698";"mangal";"4797";NA;"kolpelke2017";"10.1002/ecy.1832"
"699";"mangal";"4798";NA;"kolpelke2017";"10.1002/ecy.1832"
"700";"mangal";"4799";NA;"kolpelke2017";"10.1002/ecy.1832"
"701";"mangal";"4800";NA;"kolpelke2017";"10.1002/ecy.1832"
"702";"mangal";"4801";NA;"kolpelke2017";"10.1002/ecy.1832"
"703";"mangal";"4802";NA;"kolpelke2017";"10.1002/ecy.1832"
"704";"mangal";"4803";NA;"kolpelke2017";"10.1002/ecy.1832"
"705";"mangal";"4804";NA;"kolpelke2017";"10.1002/ecy.1832"
"706";"mangal";"4805";NA;"kolpelke2017";"10.1002/ecy.1832"
"707";"mangal";"4806";NA;"kolpelke2017";"10.1002/ecy.1832"
"708";"mangal";"4807";NA;"kolpelke2017";"10.1002/ecy.1832"
"709";"mangal";"4808";NA;"kolpelke2017";"10.1002/ecy.1832"
"710";"mangal";"4809";NA;"kolpelke2017";"10.1002/ecy.1832"
"711";"mangal";"4810";NA;"kolpelke2017";"10.1002/ecy.1832"
"712";"mangal";"4811";NA;"kolpelke2017";"10.1002/ecy.1832"
"713";"mangal";"4812";NA;"kolpelke2017";"10.1002/ecy.1832"
"714";"mangal";"4813";NA;"kolpelke2017";"10.1002/ecy.1832"
"715";"mangal";"4814";NA;"kolpelke2017";"10.1002/ecy.1832"
"716";"mangal";"4815";NA;"kolpelke2017";"10.1002/ecy.1832"
"717";"mangal";"4816";NA;"kolpelke2017";"10.1002/ecy.1832"
"718";"mangal";"4817";NA;"kolpelke2017";"10.1002/ecy.1832"
"719";"mangal";"4818";NA;"kolpelke2017";"10.1002/ecy.1832"
"720";"mangal";"4819";NA;"kolpelke2017";"10.1002/ecy.1832"
"721";"mangal";"4820";NA;"kolpelke2017";"10.1002/ecy.1832"
"722";"mangal";"4821";NA;"kolpelke2017";"10.1002/ecy.1832"
"723";"mangal";"4822";NA;"kolpelke2017";"10.1002/ecy.1832"
"724";"mangal";"4823";NA;"kolpelke2017";"10.1002/ecy.1832"
"725";"mangal";"4824";NA;"kolpelke2017";"10.1002/ecy.1832"
"726";"mangal";"4825";NA;"kolpelke2017";"10.1002/ecy.1832"
"727";"mangal";"4826";NA;"kolpelke2017";"10.1002/ecy.1832"
"728";"mangal";"4827";NA;"kolpelke2017";"10.1002/ecy.1832"
"729";"mangal";"4828";NA;"kolpelke2017";"10.1002/ecy.1832"
"730";"mangal";"4829";NA;"kolpelke2017";"10.1002/ecy.1832"
"731";"mangal";"4830";NA;"kolpelke2017";"10.1002/ecy.1832"
"732";"mangal";"4831";NA;"kolpelke2017";"10.1002/ecy.1832"
"733";"mangal";"4832";NA;"kolpelke2017";"10.1002/ecy.1832"
"734";"mangal";"4833";NA;"kolpelke2017";"10.1002/ecy.1832"
"735";"mangal";"4834";NA;"kolpelke2017";"10.1002/ecy.1832"
"736";"mangal";"4835";NA;"kolpelke2017";"10.1002/ecy.1832"
