"";"network_db";"network_id";"reference";"citation"
"141";"WOL";"A_HP_049";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"142";"WOL";"A_HP_050";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"143";"WOL";"A_HP_051";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013"
"144";"WOL";"M_SD_031";"Heleno Ruben H., Ramos Jaime A., Memmott Jane (2013). Integration of exotic seeds into an Azorean seed dispersal network. Biological Invasions. 15, 5, 1143-1154. ";"Heleno et al 2013"
"145";"WOL";"M_PL_060_01";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"146";"WOL";"M_PL_060_02";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"147";"WOL";"M_PL_060_03";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"148";"WOL";"M_PL_060_04";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"149";"WOL";"M_PL_060_05";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"150";"WOL";"M_PL_060_06";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"151";"WOL";"M_PL_060_07";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"152";"WOL";"M_PL_060_08";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"153";"WOL";"M_PL_060_09";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"154";"WOL";"M_PL_060_10";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"155";"WOL";"M_PL_060_11";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"156";"WOL";"M_PL_060_12";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"157";"WOL";"M_PL_060_13";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"158";"WOL";"M_PL_060_14";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"159";"WOL";"M_PL_060_15";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"160";"WOL";"M_PL_060_16";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"161";"WOL";"M_PL_060_17";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"162";"WOL";"M_PL_060_18";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"163";"WOL";"M_PL_060_19";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"164";"WOL";"M_PL_060_20";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"165";"WOL";"M_PL_060_21";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"166";"WOL";"M_PL_060_22";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"167";"WOL";"M_PL_060_23";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"168";"WOL";"M_PL_060_24";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. Müller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010"
"169";"WOL";"A_PH_005";"Joern, A. 1979. Feeding patterns in grasshoppers (Orthoptera: Acrididae): factors influencing diet specialization. Oecologia 38: 325-347";"Joern 1979"
"170";"WOL";"A_PH_004";"Joern, A. 1979. Feeding patterns in grasshoppers (Orthoptera: Acrididae): factors influencing diet specialization. Oecologia 38: 325-347";"Joern 1979"
"171";"WOL";"A_PH_006";"Leather, S.R. 1991. Feeding specialisation and host distribution of British and Finnish Prunus feeding macrolepidoptera. OIKOS 60: 40-48.";"Leather 1991"
"172";"WOL";"A_PH_007";"Leather, S.R. 1991. Feeding specialisation and host distribution of British and Finnish Prunus feeding macrolepidoptera. OIKOS 60: 40-48.";"Leather 1991"
"173";"WOL";"M_SD_032";"Poulin, Brigitte, S. Joseph Wright, Gaetan Lefebvre, and Osvaldo Calderon (1999) Interspecific synchrony and asynchrony in the fruiting phenologies of congeneric bird-dispersed plants in Panama. Journal of Tropical Ecology 15: 213-227.";"Poulin et al 1999"
"174";"WOL";"M_SD_033";"Poulin, Brigitte, S. Joseph Wright, Gaetan Lefebvre, and Osvaldo Calderon (1999) Interspecific synchrony and asynchrony in the fruiting phenologies of congeneric bird-dispersed plants in Panama. Journal of Tropical Ecology 15: 213-227.";"Poulin et al 1999"
"175";"WOL";"M_PL_061_01";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"176";"WOL";"M_PL_061_02";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"177";"WOL";"M_PL_061_03";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"178";"WOL";"M_PL_061_04";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"179";"WOL";"M_PL_061_05";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"180";"WOL";"M_PL_061_06";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"181";"WOL";"M_PL_061_07";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"182";"WOL";"M_PL_061_08";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"183";"WOL";"M_PL_061_09";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"184";"WOL";"M_PL_061_10";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"185";"WOL";"M_PL_061_11";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"186";"WOL";"M_PL_061_12";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"187";"WOL";"M_PL_061_13";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"188";"WOL";"M_PL_061_14";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"189";"WOL";"M_PL_061_15";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"190";"WOL";"M_PL_061_16";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"191";"WOL";"M_PL_061_17";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"192";"WOL";"M_PL_061_18";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"193";"WOL";"M_PL_061_19";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"194";"WOL";"M_PL_061_20";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"195";"WOL";"M_PL_061_21";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"196";"WOL";"M_PL_061_22";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"197";"WOL";"M_PL_061_23";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"198";"WOL";"M_PL_061_24";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"199";"WOL";"M_PL_061_25";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"200";"WOL";"M_PL_061_26";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"201";"WOL";"M_PL_061_27";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"202";"WOL";"M_PL_061_28";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"203";"WOL";"M_PL_061_29";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"204";"WOL";"M_PL_061_30";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"205";"WOL";"M_PL_061_31";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"206";"WOL";"M_PL_061_32";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"207";"WOL";"M_PL_061_33";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"208";"WOL";"M_PL_061_34";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"209";"WOL";"M_PL_061_35";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"210";"WOL";"M_PL_061_36";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"211";"WOL";"M_PL_061_37";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"212";"WOL";"M_PL_061_38";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"213";"WOL";"M_PL_061_39";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"214";"WOL";"M_PL_061_40";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"215";"WOL";"M_PL_061_41";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"216";"WOL";"M_PL_061_42";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"217";"WOL";"M_PL_061_43";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"218";"WOL";"M_PL_061_44";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"219";"WOL";"M_PL_061_45";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"220";"WOL";"M_PL_061_46";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"221";"WOL";"M_PL_061_47";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"222";"WOL";"M_PL_061_48";"Kaiser-Bunbury CN, Vázquez DP, Stang M, Ghazoul J. 2014. Determinants of the microstructure of plant-pollinator networks. Ecology, 95: 3314-3324.";"Kaiser-Bunbury et al 2014"
"223";"WOL";"M_PA_003";"Fonseca, C.R., and G. Ganade. 1996. Asymmetries, compartments and null interactions in an Amazonian ant-plant community. Journal of Animal Ecology 66: 339-347.";"Fonseca & Ganade 1996"
"224";"WOL";"M_PA_002";"Davidson, D.W., and B.L. Fisher. 1991. Symbiosis of ants with Cecropia as a function of light regime. Pages 289-309 in C.R. Huxley and D.F. Cutler, eds., Ant-Plant Interactions. Oxford University Press, Oxford.";"Davidson & Fisher 1991"
"225";"WOL";"M_PA_001";"Davidson, D.W., R.R. Snelling, and J.T. Longino. 1989. Competition among ants for myrmecophytes and the significance of plant trichomes. Biotropica 21: 64-73";"Davidson et al 1989"
"226";"WOL";"M_PA_004";"Bottom-up control and co-occurrence in complex communities: honeydew and nectar determine a rainforest ant mosaic. Oikos 106: 344-358";"Bluthgen et al. 2004"
"227";"WOL";"M_PL_062";"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson.";"Robertson 1929"
"228";"WOL";"M_PL_063";"Vizentin-Bugoni, J., P. K. Maruyama, V. J. Debastiani, L. S. Duarte, B. Dalsgaard & M. Sazima (2016). Influences of sampling effort on detected patterns and structuring processes of a Neotropical plant-hummingbird network. Journal of Animal Ecology 85: 262-272.";"Vizentin-Bugoni et al 2016"
"229";"WOL";"M_SD_034";"Matthias Schleuning, Nico Blüthgen, Martina Flörchinger, Julius Braun, H. Martin Schaefer, Katrin Böhning-Gaese, (2011). Specialization and interaction strength in a tropical plant-frugivore network differ among forest strata. Ecology, 92(1): 26-36.";"Schleuning et al 2010"
"230";"WOL";"M_PL_064";"Abreu, C.R.M. & Vieira, M.F. (2004) Os beija-flores e seus recursos florais em um fragmento florestal de Viçosa, sudeste brasileiro. Lundiana, 5, 129–134.";"Abreu & Vieira 2004"
"231";"WOL";"M_PL_065";"Arizmendi, M.C. & Ornelas, J.F. (1990) Hummingbirds and their floral resources in a tropical dry forest inforest, in Mexico. Biotropica, 22, 172–180.";"Arizmendi & Ornelas 1999"
"232";"WOL";"M_PL_066";"Canela, M.B.F. (2006) Interações entre plantas e beija-flores numa comunidade de floresta atlântica montana em Itatiaia, RJ. Ph.D thesis. Universidade Estadual de Campinas, Brazil.";"Canela 2006"
"233";"WOL";"M_PL_067";"Las Casas, F.M.G., Azevedo Júnior, S.M. & Dias Filho, M.M. (2012) The community of hummingbirds
(Aves: Trochilidae) and the assemblage of flowers in a Caatinga vegetation. Brazilian Journal of Biology,
72, 51–58.";"Las Casas et al 2012"
"234";"WOL";"M_PL_068";"Gutierrez Zamora, E.A. & Rojas Nossa, S.V. (2001) Dinámica anual de la interacción colibrí-flor en ecosistemas altoandinos del volcán Galeras, Sur de Colombia. BSc. Thesis. Universidad Nacional de Colombia, Colombia.";"Gutierrez_and_Rojas_2001"
"235";"WOL";"M_PL_069_01";"Kohler, G. (2011) Redes de interação planta-beija-flor em um gradiente altitudinal de Floresta Atlântica no Sul do Brasil. MSc. Thesis. Universidade Federal do Paraná, Brazil.";"Kohler 2011"
"236";"WOL";"M_PL_069_02";"Kohler, G. (2011) Redes de interação planta-beija-flor em um gradiente altitudinal de Floresta Atlântica no Sul do Brasil. MSc. Thesis. Universidade Federal do Paraná, Brazil.";"Kohler 2011"
"237";"WOL";"M_PL_069_03";"Kohler, G. (2011) Redes de interação planta-beija-flor em um gradiente altitudinal de Floresta Atlântica no Sul do Brasil. MSc. Thesis. Universidade Federal do Paraná, Brazil.";"Kohler 2011"
"238";"WOL";"M_PL_070";"Lara, C. (2006) Temporal dynamics of flower use by hummingbirds in a highland temperate forest in México. Ecoscience, 13, 23–29.";"Lara 2006"
"239";"WOL";"M_PL_071";"Rosero-Lasprilla, L. & Sazima, M. (2004). Interacciones planta-colibrí en tres comunidades vegetales de la parte suroriental del Parque Nacional Natural Chiribiquete, Colombia. Ornit. Neotrop., 15, pp. 183-190.";"Rosero-Lasprilla & Sazima 2004"
"240";"WOL";"M_AF_001";"Jeff Ollerton, Duncan McCollin, Daphne G Fautin, Gerald R Allen. 2007. Finding NEMO: nestedness engendered by mutualistic organization in anemonefish and their hosts. Proc. R. Soc. B 274:591–598.";"Ollerton et all 2007"
"241";"WOL";"M_AF_002";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"242";"WOL";"M_AF_002_01";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"243";"WOL";"M_AF_002_02";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"244";"WOL";"M_AF_002_03";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"245";"WOL";"M_AF_002_04";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"246";"WOL";"M_AF_002_05";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"247";"WOL";"M_AF_002_06";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"248";"WOL";"M_AF_002_07";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"249";"WOL";"M_AF_002_08";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"250";"WOL";"M_AF_002_09";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"251";"WOL";"M_AF_002_10";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"252";"WOL";"M_AF_002_11";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"253";"WOL";"M_AF_002_12";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
"254";"WOL";"M_AF_002_13";"Ricciardi, F., M. Boyer & J. Ollerton (2010). Assemblage and interaction structure of the anemonefish-anemone mutualism across the Manado region of Sulawesi, Indonesia. Environmental Biology of Fishes 87: 333-347.";"Richiardi et all 2010"
