"";"network_db";"network_id";"reference";"citation";"doi"
"1823";"WOL";"FW_012";"Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145â€“161";"Thompson and Townsend 2003";NA
"1824";"WOL";"FW_012_01";"Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145â€“161";"Thompson and Townsend 2003";NA
"1825";"WOL";"FW_012_02";"Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145â€“161";"Thompson and Townsend 2003";NA
"1826";"WOL";"M_SD_013";"Hammann, A. & Curio, B. (1999) Interactions among frugivores and fleshy fruit trees in a Philippine submontane rainforest.";"Hammann & Curio 1999";NA
"1827";"WOL";"M_PL_033";"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.";"Small 1976";NA
"1828";"WOL";"M_PL_005";"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.";"Clements & Long 1923";NA
"1829";"WOL";"M_SD_001";"Baird, J.W. 1980. The selection and use of fruit by birds in an eastern forest. Wilson Bulletin 92: 63-73.";"Baird 1980";NA
"1830";"WOL";"M_PL_023";"Medan, D., N. H. Montaldo, M. Devoto, A. Mantese, V. Vasellati, and N. H. Bartoloni. 2002. Plant-pollinator relationships at two altitudes in the Andes of Mendoza, Argentina. Arctic Antarctic and Alpine Research 34:233-241.";"Medan et all 2002";NA
"1831";"WOL";"M_SD_009";"Galetti, M., Pizo, M.A. 1996. Fruit eating birds in a forest fragment in southeastern Brazil. Ararajuba, Revista Brasileira de Ornitologia, 4: 71-79.";"Galetti & Pizo 1996";NA
"1832";"WOL";"M_SD_012";"Galetti, M., Pizo, M.A. 1996. Fruit eating birds in a forest fragment in southeastern Brazil. Ararajuba, Revista Brasileira de Ornitologia, 4: 71-79.";"Galetti & Pizo 1996";NA
"1833";"WOL";"M_PL_007";"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plantâ€“insect flower visitor webs. J. Anim. Ecol. 71: 32â€“43.";"Dicks et al 2002";NA
"1834";"WOL";"M_PL_019";"Inouye, D. W., and G. H. Pyke. 1988. Pollination biology in the Snowy Mountains of Australia: comparisons with montane Colorado, USA. Australian Journal of Ecology 13:191-210.";"Inouye & Pyke 1988";NA
"1835";"WOL";"M_PL_008";"Dupont YL, Hansen DM and Olesen JM (2003) Structure of a plant-flower-visitor network in the high-altitude sub-alpine desert of Tenerife, Canary Islands. Ecography 26:301-310.";"Dupont et al 2003";NA
"1836";"WOL";"M_SD_007";"Crome, F.H.J. 1975. The ecology of fruit pigeons in tropical Northern Queensland. Australian Journal of Wildlife Research, 2: 155-185.";"Crome 1975";NA
"1837";"WOL";"M_SD_010";"Snow, B.K., Snow, D.W. 1971. The feeding ecology of tanagers and honeycreepers in Trinidad. Auk, 88: 291-322.";"Snow & Snow 1971";NA
"1838";"WOL";"M_SD_023";"Noma, N. 1997. Annual fluctuations of sapfruits production and synchronization within and inter species in a warm temperate forest on Yakushima Island, Japan. Tropics, 6: 441-449.";"Noma 1997";NA
"1839";"WOL";"M_PL_010";"Elberling & Olesen unpubl.";"Elberling & Olesen unpublished";NA
"1840";"WOL";"M_PL_037";"Montero AC (2005).The Ecology of Three Pollination Networks. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Montero 2005";NA
"1841";"WOL";"M_PL_038";"Montero AC (2005).The Ecology of Three Pollination Networks. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Montero 2005";NA
"1842";"WOL";"M_PL_040";"Ingversen TT (2006). Plantâ€“pollinator interactions on Jamaica and Dominica: The centrality, asymmetry and modularity of networks. Msc thesis (Univ of Aarhus, Aarhus, Denmark).";"Ingversen 2006";NA
"1843";"WOL";"M_PL_041";"Ingversen TT (2006) MSc thesis (Univ of Aarhus, Aarhus, Denmark). (MSc, 2006, Tanja Toftemark Ingversen, Plantâ€“pollinator interactions on Jamaica and Dominica: The centrality, asymmetry and modularity of networks)";"Ingversen 2006";NA
"1844";"WOL";"M_PL_042";"Philipp M, BÃ¶cher J, Siegismund HR, Nielsen LR (2006) Ecography 29:531-540. (Philipp, M., BÃ¶cher, J., Siegismund, H. R. and Nielsen, L. R. 2006. Structure of a plant-pollinator network on a pahoehoe lava desert of the GalÃ¡pagos Islands. â€“ Ecography 29: 531â€“ 40.)";"Phillipp et al 2006";NA
"1845";"WOL";"M_PL_043";"Montero AC (2005).The Ecology of Three Pollination Networks. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Montero 2005";NA
"1846";"WOL";"M_PL_044";"Kato M (2000).Anthophilous insect community and plant-pollinator interactions on Amami Islands in the Ryukyu Archipelago, Japan. Contr Biol Lab Kyoto Univ 29:157-252.";"Kato 2000";NA
"1847";"WOL";"M_PL_045";"Lundgren R, Olesen JM (2005). The Dense and Highly Connected World of Greenland's Plants and Their Pollinators. Arc Antarc Alp Res 37:514-520.";"Lundgren & Olesen 2005";NA
"1848";"WOL";"M_PL_050";"Stald, L., Valido, A. & Olesen, J. M. 2003. Struktur og dynamik i rum og tid at et bestÃ¸vningsnetvÃ¦rk pÃ¥ Tenerife, De Kanariske Ã˜er. MSc-thesis, Univ. of Aarhus, Denmark.";"Stald et al 2003";NA
"1849";"WOL";"M_PL_039";"Stald L (2003). Struktur og dynamik i rum og tid af et bestÃ¸vningsnetvÃ¦rk pÃ¥ Tenerife, De Kanariske Ã˜er. Msc thesis (Univ of Aarhus, Aarhus, Denmark).";"Stald 2003";NA
"1850";"WOL";"M_PL_051";"VÃ¡zquez DP. 2002. Interactions among Introduced Ungulates, Plants, and Pollinators: A Field Study in the Temperate Forest of the Southern Andes. Ph.D. Dissertation. Department of Ecology and Evolutionary Biology, University of Tennessee, Knoxville.";"VÃ¡zquez 2002";NA
"1851";"WOL";"M_PL_053";"Yamazaki, K. & Kato, M. 2003. Flowering phenology and anthophilous insect community in a grassland ecosystem at Mt. Yufu, Western Japan. Contributions from the Biological Laboratory, Kyoto University 29: 255-318.";"Yamazaki & Kato 2003";NA
"1852";"WOL";"M_PL_054";"Kakutani, T., T. Inoue, M. Kato and H. Ichihashi (1990) Insect-flower relationship in the campus of Kyoto University, Kyoto: An overview of the flowering phenology and the seasonal pattern of insect visits. Contribution from the Biological Laboratory, Kyoto University, 27: 465-521.";"Kakutani et al 1990";NA
"1853";"WOL";"M_PL_055";"Kato & Miura (1996). Flowering phenology and anthophilous insect community at a threatened natural lowland marsh at Nakaikemi in Tsuruga, Japan. Kyoto University, Vol. 29: 1-48";"Kato & Miura 1996";NA
"1854";"WOL";"M_PL_056";"Kato et al. 1993. Flowering Phenology and Anthophilous Insect Community in the Cool-Temperate Subalpine Forests and Meadows at Mt. Kushigata in the Central Part of Japan. Contributions from the Biological Laboratory, Kyoto University 28: 119-172";"Kato et al 1993";NA
"1855";"WOL";"M_PL_057";"Inoue et al 1990. Insect-flower Relationship in the Temperate Deciduous Forest of Kibune, Kyoto : An Overview of the Flowering Phenology and the Seasonal Pattern of Insect Visits.";"Inoue et al 1990";NA
"1856";"WOL";"M_SD_024";"GuitiÃ¡n, J. (1983). Relaciones entre los frutos y los passeriformes en un bosque montano de la cordillera cantÃ¡brica occidental. PhD Thesis, Univ. Santiago, Spain.";"GuitiÃ¡n 1983";NA
"1857";"WOL";"M_SD_026";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993";NA
"1858";"WOL";"M_SD_027";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993";NA
"1859";"WOL";"M_SD_028";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993";NA
"1860";"WOL";"M_SD_029";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993";NA
"1861";"WOL";"M_SD_030";"Data unpublished, however see Jordano 1993";"Unpublished, see Jordano 1993";NA
"1862";"WOL";"M_PL_052";"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.";"Witt 1998";NA
"1863";"WOL";"M_PL_047";"Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.";"Dupont & Olesen 2009";NA
"1864";"WOL";"M_PL_048";"Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.";"Dupont & Olesen 2009";NA
"1865";"WOL";"M_PL_049";"Bek S (2006). A pollination network from a Danish forest meadow. MSc thesis (Univ of Aarhus, Aarhus, Denmark).";"Bek 2006";NA
"1866";"WOL";"M_SD_025";"Sorensen, A. E. (1981). Interactions between birds and fruit in a temperate woodland. Oecologia 50: 242â€“249.";"Sorensen 1981";NA
"1867";"WOL";"M_PL_046";"Bundgaard, M. (2003). Tidslig og rumlig variation i et plante-bestÃ¸vernetvÃ¦rk. Msc thesis. University of Aarhus. Aarhus, Denmark.";"Bundgaard 2003";NA
"1868";"WOL";"M_PL_058";"Bartomeus, I., VilÃ , M. & Santamaria, L., 2008. Contrasting effects of invasive plants in plant-pollinator networks. Oecologia 155: 761-770.";"Bartomeus et al 2008";NA
"1869";"WOL";"M_PL_059";"Bezerra ELS, Machado ICS, Mello MAR. 2009. Pollination networks of oil-flowers: a tiny world within the smallest of all worlds. Journal of Animal Ecology 78:1096â€“1101.";"Bezerra et al 2009";NA
"1870";"WOL";"A_HP_001";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1871";"WOL";"A_HP_002";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1872";"WOL";"A_HP_003";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1873";"WOL";"A_HP_004";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1874";"WOL";"A_HP_005";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1875";"WOL";"A_HP_006";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1876";"WOL";"A_HP_007";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1877";"WOL";"A_HP_008";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1878";"WOL";"A_HP_009";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1879";"WOL";"A_HP_010";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1880";"WOL";"A_HP_011";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1881";"WOL";"A_HP_012";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1882";"WOL";"A_HP_013";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1883";"WOL";"A_HP_014";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1884";"WOL";"A_HP_015";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1885";"WOL";"A_HP_016";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1886";"WOL";"A_HP_017";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1887";"WOL";"A_HP_018";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1888";"WOL";"A_HP_019";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1889";"WOL";"A_HP_020";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1890";"WOL";"A_HP_021";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1891";"WOL";"A_HP_022";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1892";"WOL";"A_HP_023";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1893";"WOL";"A_HP_024";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1894";"WOL";"A_HP_025";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1895";"WOL";"A_HP_026";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1896";"WOL";"A_HP_027";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1897";"WOL";"A_HP_028";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1898";"WOL";"A_HP_029";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1899";"WOL";"A_HP_030";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1900";"WOL";"A_HP_031";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1901";"WOL";"A_HP_032";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1902";"WOL";"A_HP_033";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1903";"WOL";"A_HP_034";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1904";"WOL";"A_HP_035";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1905";"WOL";"A_HP_036";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1906";"WOL";"A_HP_037";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1907";"WOL";"A_HP_038";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1908";"WOL";"A_HP_039";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1909";"WOL";"A_HP_040";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1910";"WOL";"A_HP_041";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1911";"WOL";"A_HP_042";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1912";"WOL";"A_HP_043";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1913";"WOL";"A_HP_044";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1914";"WOL";"A_HP_045";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1915";"WOL";"A_HP_046";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1916";"WOL";"A_HP_047";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1917";"WOL";"A_HP_048";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1918";"WOL";"A_HP_049";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1919";"WOL";"A_HP_050";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1920";"WOL";"A_HP_051";"Hadfield JD, Krasnov BR, Poulin R, Shinichi N (2013) A tale of two phylogenies: comparative analyses of ecological interactions. The American Naturalist 183(2): 174-187";"Hadfield et all 2013";NA
"1921";"WOL";"M_SD_031";"Heleno Ruben H., Ramos Jaime A., Memmott Jane (2013). Integration of exotic seeds into an Azorean seed dispersal network. Biological Invasions. 15, 5, 1143-1154. ";"Heleno et al 2013";NA
"1922";"WOL";"M_PL_060_01";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1923";"WOL";"M_PL_060_02";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1924";"WOL";"M_PL_060_03";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1925";"WOL";"M_PL_060_04";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1926";"WOL";"M_PL_060_05";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1927";"WOL";"M_PL_060_06";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1928";"WOL";"M_PL_060_07";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1929";"WOL";"M_PL_060_08";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1930";"WOL";"M_PL_060_09";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1931";"WOL";"M_PL_060_10";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1932";"WOL";"M_PL_060_11";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1933";"WOL";"M_PL_060_12";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1934";"WOL";"M_PL_060_13";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1935";"WOL";"M_PL_060_14";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1936";"WOL";"M_PL_060_15";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1937";"WOL";"M_PL_060_16";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1938";"WOL";"M_PL_060_17";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1939";"WOL";"M_PL_060_18";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1940";"WOL";"M_PL_060_19";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1941";"WOL";"M_PL_060_20";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1942";"WOL";"M_PL_060_21";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1943";"WOL";"M_PL_060_22";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
"1944";"WOL";"M_PL_060_23";"Kaiser-Bunbury, C. N., S. Muff, J. Memmott, C. B. MÃ¼ller, and A. Caflisch. 2010. The robustness of pollination networks to the loss of species and interactions: A quantitative approach incorporating pollinator behaviour. Ecology Letters 13:442-452.";"Kaiser-Bunbury et al 2010";NA
