"";"gateway_node_11";"gateway_node_142";"gateway_node_276";"gateway_node_374";"gateway_node_454";"gateway_node_494";"gateway_node_535";"gateway_node_561";"gateway_node_604";"gateway_node_697";"gateway_node_742";"gateway_node_1215";"gateway_node_1232";"gateway_node_1573";"gateway_node_1623";"gateway_node_1655";"gateway_node_1979";"gateway_node_1985";"gateway_node_2172";"gateway_node_2238";"gateway_node_2261";"gateway_node_2263";"gateway_node_2342";"gateway_node_2366";"gateway_node_2367";"gateway_node_2602";"gateway_node_2677";"gateway_node_2679";"gateway_node_2681";"gateway_node_3271";"gateway_node_3320";"gateway_node_3435";"gateway_node_3547";"gateway_node_3586";"gateway_node_3676";"gateway_node_3690";"gateway_node_3919";"gateway_node_3997";"gateway_node_4027";"gateway_node_4028";"gateway_node_4075";"gateway_node_4116";"gateway_node_4171";"gateway_node_4373";"gateway_node_4512";"gateway_node_4526";"gateway_node_4542";"gateway_node_4544";"gateway_node_4545";"gateway_node_4655";"gateway_node_4786";"gateway_node_4890";"gateway_node_4892";"gateway_node_5045";"gateway_node_251";"gateway_node_252";"gateway_node_254";"gateway_node_1087";"gateway_node_1088";"gateway_node_1091";"gateway_node_2098";"gateway_node_2984";"gateway_node_3214";"gateway_node_3218";"gateway_node_3220";"gateway_node_3221";"gateway_node_3232";"gateway_node_3237";"gateway_node_3243";"gateway_node_3246";"gateway_node_3249";"gateway_node_3250";"gateway_node_3330";"gateway_node_3339";"gateway_node_3340";"gateway_node_4644";"gateway_node_4645";"gateway_node_4717";"gateway_node_59";"gateway_node_62";"gateway_node_64";"gateway_node_70";"gateway_node_1301";"gateway_node_1887";"gateway_node_3001";"gateway_node_3902";"gateway_node_4178";"gateway_node_4646";"gateway_node_4647";"gateway_node_2147";"gateway_node_2464";"gateway_node_3180";"gateway_node_3886";"gateway_node_1355";"gateway_node_2082"
"gateway_node_2098";1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_2984";1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"gateway_node_3214";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3218";0;1;0;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;1;0;1;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3220";1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3221";1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3232";1;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gateway_node_3237";1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3243";1;0;1;1;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3246";1;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3249";1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3250";1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3330";1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3339";1;0;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1
"gateway_node_3340";1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4644";1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4645";1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gateway_node_4717";1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_59";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"gateway_node_62";0;1;0;1;0;0;1;0;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_64";0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_70";1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1301";0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1887";0;1;0;0;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3001";0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3902";0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4178";0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4646";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_4647";0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_2147";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"gateway_node_2464";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3180";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3886";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_1355";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_2082";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
