"network_id";"original_id";"study_common";"network_db";"network_year";"network_lat";"network_lon";"network_interaction";"network_main_animal_taxa";"network_main_animal_taxa_2";"network_richness";"network_topology_type";"habitat_type";"tavg";"tmax";"tmin";"prec";"bio_01";"bio_02";"bio_03";"bio_04";"bio_05";"bio_06";"bio_07";"bio_08";"bio_09";"bio_10";"bio_11";"bio_12";"bio_13";"bio_14";"bio_15";"bio_16";"bio_17";"bio_18";"bio_19";"human_footprint_1993";"human_footprint_2009";"network_sampling_intensity"
"M22_17";"net_017";"Kindel_1996";"M22";1996;-28,223141;-51,166857;"frugivory";"Birds";"Birds";32;"bipartite";"Forest";16,1896665684381;21,2365127938832;11,8592984442046;111,578365187102;16,1870414924621;10,9400832080841;56,3632226562498;324,915437011718;25,8909995841979;6,4810000181197;19,4099996566772;14,3071666526793;16,4221659469603;20,1103333854674;12,2436666679382;1624,39000000001;181,91;112,090000000001;14,8719608688351;488,010000000002;356,110000000003;409,709999999999;407,660000000006;2,26540147138045;6,48303483299657;0,451848057057532
"M22_14";"net_014";"Correia_1997";"M22";1995;-22,5532;-42,2805;"frugivory";"Birds";"Birds";58;"bipartite";"Forest";22,6804166078568;26,9431090373259;19,0313231486541;81,8269899195891;22,6831248283386;9,23041687011717;57,7081390380858;224,796800994873;30,530000114441;14,5350001335144;15,9949999809265;25,2499998092652;19,9158333778381;25,4824999809265;19,9158333778381;1158,75;174,6;27,9;55,5402748107908;484,799999999999;97,9500000000008;458,399999999999;97,9500000000008;6,6470521688291;6,78701601769404;0,559303596287842
"M22_23";"net_023";"Hasui_1994";"M22";1994;-23,545856;-46,721177;"frugivory";"Birds";"Birds";46;"bipartite";"Forest";19,0583334763845;23,3794870217641;15,3477015711013;101,075701471283;19,054375076294;9,3704162597656;58,4007486343383;235,516387939453;26,6000003814697;10,5550002098084;16,0450001716613;21,7924993515015;16,1674993515015;21,8666667938232;16,1674993515015;1458,35;244,949999999999;39,5499999999996;60,8254487991332;668,949999999998;130,5;638,499999999999;130,5;37,9761616619771;37,9761616619771;0,382970843102535
"M22_100";"net_100";"Argel_1999";"M22";1993;-19,77;-40,04;"frugivory";"Birds";"Birds";55;"bipartite";"Forest";23,5795834636688;27,7345832905402;20,0260117904432;86,4393452363098;23,5841672897339;8,9933334350586;60,1042533874511;196,607133941651;30,7999992370605;15,8369999790191;14,9629992580414;25,0616657829285;21,1289999389648;25,9560006713867;21,1289999389648;1225,24999999999;188,399999999999;48;48,8138215255737;520,799999999998;161,859999999999;342,799999999998;161,859999999999;4,57327637539569;10,4387959815888;0,468807230938495
"M22_91";"net_091";"Brown_2002";"M22";1990;-9,45;147,35;"frugivory";"Birds";"Birds";42;"bipartite";"Forest";24,2395832538609;28,2895833345563;20,7735119468568;148,870178569012;24,2427086830143;8,7687499523161;81,0149097442628;75,7257308959942;29,8749995231631;19,0500001907354;10,8249993324277;24,9791669845585;23,2416667938237;25,0458326339725;23,1916666030888;2159,74999999991;309,249999999992;65,2499999999955;43,4313259124767;856,999999999976;267,749999999979;771,999999999974;284,249999999992;3,85840543473072;4,85840543473072;0,463523582362144
"M22_99";"net_099";"Motta_1991";"M22";1988;-15,95;-47,97;"frugivory";"Birds";"Birds";85;"bipartite";"Savanna";20,450416692098;25,658878380213;15,9838781690423;106,466211549423;20,4491670608521;11,2875003814697;67,187504196167;122,634513092042;27,8999996185303;11,1000003814697;16,7999992370605;21,0633334159851;18,7541666984558;21,4291668891907;18,6300000190735;1534,9;266,5;8,54999999999962;78,694542694092;737,4;30,4999999999996;429,349999999999;50,0499999999992;39,6231799191461;40,9940468949025;0,492365963917331
"M22_90";"net_090";"Pratt_1985";"M22";1977;-7,22;146,808;"frugivory";"Birds";"Birds";30;"bipartite";"Forest";13,7060001389186;18,5136153104978;9,57532966984935;180,856329674618;13,7002496242523;10,427999792099;82,3705583953857;73,9196738433838;20,2170003128052;7,55699994564057;12,6600003528595;14,5478333759308;12,7344999885559;14,5794998168945;12,7344999885559;2671,05;323,36;124,06;29,4280018806459;896,82;395,279999999997;850,51;395,279999999997;3,25001416503371;4,25001415720941;0,569600249687835
"P22_001";"1";"Arroyo et al 1982";"P22";NA;-33,28;-70,27;"pollination";"Insects";"Insects";185;"bipartite";"Rocky area";-1,6487499986651;2,88601921880427;-5,53762358783004;26,6826430421539;-1,64987495034933;9,82758318901062;46,2333401107788;434,78617767334;9,91599986076355;-11,3389999866486;21,2550006103516;-5,8541668510437;3,54033322811127;3,54033322811127;-7,0344998216629;404,54;78,19;4,91;82,1865619659424;216,04;16,83;16,83;200,87;8,43368106052059;8,95509834744681;0,20888093642477
"P22_002";"10";"Inouye1988";"P22";NA;-36,42;148,33;"pollination";"Insects";"Insects";127;"bipartite";"Grassland";5,77033334157682;10,294487172748;1,90105860516421;123,503725274633;5,77533344268744;9,7923332214352;41,1904871749867;494,440375976562;18,7389993476865;-5,03400001049051;23,7729993057249;2,12750005245145;11,7771664524073;11,7771664524073;-0,325666650385138;1834,59000000001;211,079999999996;90,4400000000044;26,1356276512128;614,969999999987;314,060000000008;314,060000000008;538,130000000009;6,90647602853094;6,90647602853094;0,281294310179406
"P22_003";"100";"Carman et al 2016";"P22";NA;27,129525;-81,36931775;"pollination";"Hymenoptera";"Insects";31;"bipartite";"Shrubland";22,5067498826981;28,7466729666637;17,1374587602406;87,6380587739734;22,4946242141724;13,5440836143494;55,7141110610963;415,700877990722;33,7000007629394;9,38999967575078;24,3100011825561;27,1000003814697;18,3665001296997;27,1833324432373;17,1165001296997;1246,18;211;40,1999999999993;61,6511116790773;587,8;140,289999999999;537,8;154,479999999998;10,1477747353056;11,1477747353056;0,390360029179413
"P22_004";"101";"Carman et al 2016";"P22";NA;27,149272475;-81,364003325;"pollination";"Hymenoptera";"Insects";32;"bipartite";"Shrubland";22,483333269755;28,7656409165798;17,1009980648865;87,4733314834148;22,4847917556763;13,6087499141693;55,6254468917847;417,389530944824;33,7649997711181;9,30000019073486;24,4650005340576;27,1016654014587;18,3250007629395;27,2041660308838;17,0833339691162;1243,75;210,35;41,8500000000001;61,3321924209595;585,4;142;535,75;156,2;12,1015794081951;13,1015794081951;0,388321581673812
"P22_005";"102";"Carvalho et al 2014";"P22";NA;-12,333864;-38,852288;"pollination";"Hymenoptera";"Insects";86;"bipartite";"Anthropic habitats";23,3620833714802;27,353237117865;19,94216589229;77,2871657587753;23,3627084732055;8,64624962806693;66,2795051574704;157,916236114502;29,9899999618529;16,9449997901916;13,0450001716613;23,0525000572204;22,1891666412352;24,9800003051757;21,2524999618529;1088,64999999999;138,999999999998;53,0499999999999;28,7319211959834;375,249999999993;179,049999999998;246,000000000002;283,099999999996;17,2889207219793;31,9672236280124;0,417156574733202
"P22_006";"103";"Chamberlain et al. 2014";"P22";NA;48,777;-123,941;"pollination";"Insects";"Insects";63;"bipartite";"Forest";9,03558341046175;13,3007371623852;5,37973721531204;120,676403852544;9,03558358192445;9,24116680145264;39,1127936172485;531,97828918457;22,8269993400574;-0,800000011920929;23,6269985771179;3,30933327674866;15,6178335380554;15,6956667041779;2,81499993801118;1782,43;299,4;28,3699999999999;70,8415006256103;887,33;117,67;119,37;785,06;10,9956846167794;10,9956846167794;0,364681131079919
"P22_008";"105";"Chamberlain et al. 2014";"P22";NA;48,819;-124,134;"pollination";"Insects";"Insects";68;"bipartite";"Forest";9,02616662184396;13,1954742465875;5,4462600480301;148,61319339443;9,02254158973693;9,04075023651123;38,7865485000611;524,833408203125;22,9089996528625;-0,400000005960464;23,3089992713928;3,50799999237059;15,5595002269745;15,6760002613068;2,97150002717971;2201,52999999999;371,709999999999;36;70,0192333221436;1071,92;144,11;146,29;961,619999999998;8,93756382835423;6,79225134759238;0,32659863237109
"P22_010";"107";"Chamberlain et al. 2014";"P22";NA;48,808;-123,631;"pollination";"Insects";"Insects";101;"bipartite";"Forest";9,88791662752628;14,0932242757082;6,29808152659665;76,760614828655;9,89650017738343;9,09433332443235;38,6285435867309;536,66153137207;23,4129996681213;-0,130000001937125;23,5430001640319;4,09266666412355;16,5748337745666;16,5965001106262;3,60166673660279;1121,12999999999;194,079999999999;23;68,8782442474364;563,239999999996;85,2699999999998;88,4999999999996;492,199999999996;23,6310716103438;14,5009420137081;0,296990678647434
"P22_012";"109";"Chamberlain et al. 2014";"P22";NA;48,817;-124,117;"pollination";"Insects";"Insects";60;"bipartite";"Forest";8,91325007796286;13,0895575819566;5,33591481113293;146,657248164737;8,91462450027464;9,04591692924499;38,7921202468872;524,528556518554;22,8009994125366;-0,517999998927118;23,3189994812012;3,39433341026305;15,4678332328796;15,5708333110809;2,87750009536742;2172,52;366,71;35;70,1996854400635;1061,31;142,89;143,28;951,32;9,13579204509275;7,62264565390058;0,324322655985032
"P22_013";"11";"kato1990";"P22";NA;35,34;134,76;"pollination";"Insects";"Insects";770;"bipartite";"Anthropic habitats";13,0065834322574;16,9988140685056;9,58759982021238;118,847533154732;13,0082919692995;8,64641682624819;27,5179406356812;852,884656372071;29,7369997596743;-1,68399999618511;31,420999698639;23,5635003280642;7,61183354854806;23,5635003280642;2,81499993562718;1743,12;225,61;111,310000000002;24,4930324363701;542,689999999992;363,760000000005;542,689999999992;373,57000000001;12,6222727658622;12,6222727658622;0,138343167432836
"P22_015";"111";"Chamberlain et al. 2014";"P22";NA;48,791;-123,638;"pollination";"Insects";"Insects";94;"bipartite";"Forest";9,6981667526561;13,9383206045319;6,05453480748315;83,4054014776487;9,69279179573039;9,19775023460374;39,0201449203489;535,545288696284;23,2920001411435;-0,279000010043411;23,5709996986387;3,91116665601718;16,3705002784727;16,4138335227964;3,45083338022223;1221,39000000006;212,50000000001;24,190000000001;69,8462336730958;617,36000000003;89,8500000000037;94,2500000000047;538,810000000026;26,0296890148005;25,0941077841588;0,324072262080895
"P22_017";"113";"Chamberlain et al. 2014";"P22";NA;48,782;-123,885;"pollination";"Insects";"Insects";100;"bipartite";"Forest";8,98241670747593;13,2375705356934;5,32714192998575;114,753808611544;8,97774971008297;9,22883372306821;39,2598875427245;528,645908813476;22,7070002746582;-0,800000011920929;23,5069995117187;3,32633332490919;15,5406666564941;15,6181669998169;2,82183347940443;1693,76;289,79;27,8300000000003;71,5670218658448;852,500000000001;113,760000000001;113,760000000001;752,400000000001;10,1481248817948;10,1481248817948;0,324076240062791
"P22_019";"115";"Chamberlain et al. 2014";"P22";NA;49,087;-119,518;"pollination";"Insects";"Insects";70;"bipartite";"Grassland";9,49533326783477;14,8761025049887;4,91031687959772;22,8247835101613;9,51112475395149;11,6267499923709;33,7762553405767;861,186406249993;29,0140001106257;-5,40799994468771;34,4219997787479;17,9361673355096;15,2300001621241;20,1466667366022;-1,18533330678977;313,089999999998;37,3300000000011;17;26,1328138160719;96,7300000000032;55,3600000000016;83,7200000000033;85,7299999999999;9,91360677150721;9,40419364536992;0,333120680467458
"P22_020";"116";"Chamberlain et al. 2014";"P22";NA;49,091;-119,527;"pollination";"Insects";"Insects";45;"bipartite";"Grassland";9,64508335952953;14,9792372320287;5,05216578816858;22,9337657586484;9,63295858383174;11,5815835857392;33,5853010940553;868,085733642579;29,2130006217957;-5,27099991798411;34,4840016555787;4,58633359850444;15,3780003261566;20,3235002708435;-1,18499998688702;314,329999999999;37;16,2700000000005;25,5956789398192;96,7299999999995;55,2400000000005;81,5400000000011;87,4599999999989;11,3736172189676;10,4063423989827;0,331097672068527
"P22_021";"117";"Chamberlain et al. 2014";"P22";NA;49,262;-119,509;"pollination";"Insects";"Insects";114;"bipartite";"Grassland";8,66366661524452;13,8958975185501;4,16996884251771;22,8213021984204;8,65845836162619;11,3469169330594;33,1920574188229;853,738467407227;28,029000282288;-6,15399999618452;34,183000297546;16,9873336791998;12,285500178343;19,2043337821966;-1,94066665291735;315,589999999994;38,0199999999979;18;24,0226997184739;98,8499999999953;61,3199999999985;89,8499999999953;83,7199999999984;18,9636575290667;17,2356471984379;0,274180278603012
"P22_022";"118";"Chamberlain et al. 2014";"P22";NA;49,184;-119,586;"pollination";"Insects";"Insects";124;"bipartite";"Grassland";8,38166666273031;13,5724359109396;3,90143586203296;22,2270358957135;8,36358335971836;11,2828332138061;33,2658705902099;847,414137573242;27,5530002593994;-6,36399987697595;33,9170008850097;16,521332654953;14,2298335742951;18,7574995613098;-2,1491666436195;307,55;36,0999999999999;16,73;24,6974513435364;95,2299999999998;58,9299999999998;86,6699999999997;84,03;27,8401842751074;27,8401842751074;0,275378527364305
"P22_023";"119";"Chamberlain et al. 2014";"P22";NA;49,303;-119,63;"pollination";"Insects";"Insects";127;"bipartite";"Grassland";8,10583325897657;13,5769871653082;3,42841575293643;22,7440824118148;8,11291627883915;11,8400000095368;33,39896774292;873,275094604493;28,040000152588;-7,41000008583067;35,4500007629395;16,5391668319703;3,84916666746143;18,8716673851014;-2,76583331823347;316,050000000001;38,4999999999996;17,5000000000004;25,081575965881;99,9000000000001;61,6000000000003;94,4500000000005;84,5500000000003;2,2986616206522;2,2986616206522;0,274397736228014
"P22_024";"12";"kevan1970";"P22";NA;81,82;-71,3;"pollination";"Insects";"Insects";144;"bipartite";"Desert";-17,192499832809;-14,7155769585417;-19,3105768782404;4,18542308869393;-17,1895830154419;5,36083326339721;12,949006652832;1371,97349853516;4,89000005722037;-36,5099998474121;41,4000005722045;-0,881666564941435;-32,1641679763794;1,18583336770532;-32,1641679763794;114;25;3;78,3776931762695;68;9;57;9;0;0;0,294689845877251
"P22_025";"120";"Chamberlain et al. 2014";"P22";NA;49,312;-119,68;"pollination";"Insects";"Insects";110;"bipartite";"Grassland";6,88841678851612;12,4063397569793;2,14676833091031;24,4727683250933;6,88141685009019;11,9694996356963;33,8074163818358;859,276237792968;26,6439994049073;-8,75899962425206;35,4029979324339;15,0768332862856;2,58366664409654;17,384666786194;-3,82716665744765;345,649999999994;42,429999999999;19,4299999999997;25,224017009735;110,919999999998;64,5599999999989;103,919999999998;91,2799999999983;2,49557753871223;2,49557753871223;0,310566859328138
"P22_026";"121";"Chamberlain et al. 2014";"P22";NA;49,015;-119,588;"pollination";"Insects";"Insects";139;"bipartite";"Grassland";6,83183331136277;12,873217842628;1,66571794837838;26,6033846068247;6,83895820617671;13,0754165649414;35,1299900054932;880,752305297851;27,5159998703003;-9,70399975776677;37,2200001907349;15,1915000820159;13,0744999694824;17,6410000610351;-4,06216672658924;377,680000000002;44,4400000000001;20,9000000000001;24,4004410552978;115,78;73,1400000000004;105,68;103,480000000001;3,80031211188436;4,80031221059038;0,263013914415795
"P22_027";"122";"Chamberlain et al. 2014";"P22";NA;49,011;-119,621;"pollination";"Insects";"Insects";125;"bipartite";"Grassland";7,62891663397382;13,6863782626412;2,44487816142409;25,0740115372017;7,63362491607696;13,1150835132598;35,1854388427733;889,048630371095;28,3270006752017;-8,94700020790064;37,2740021896362;16,1933328628543;13,7389999771121;18,60000038147;-3,31950005292865;352,349999999987;42,1999999999982;18,7999999999994;25,9104843139654;109,469999999996;67,769999999997;99,1999999999958;98,3399999999963;4,54737673367592;4,95122081171932;0,27495454169735
"P22_028";"123";"Chamberlain et al. 2014";"P22";NA;51,296;-114,569;"pollination";"Hymenoptera";"Insects";37;"bipartite";"Grassland";2,50541662176453;9,30272446049334;-3,32656134241173;35,5554386493229;2,50208344459538;14,7341669082642;37,6736732482909;890,062582397467;21,7100006103517;-17,3999996185303;39,1099983215333;13,1400003433229;-8,67750015258792;13,1400003433229;-8,67750015258792;524,849999999998;99,4999999999996;13;66,3153018951412;249,399999999998;42;249,399999999998;42;2,26885258271136;9,47684872383541;0,369274472937998
"P22_029";"124";"Chamberlain et al. 2014";"P22";NA;51,273;-114,627;"pollination";"Hymenoptera";"Insects";33;"bipartite";"Grassland";2,61849996566773;9,41388460777127;-3,21175824610823;35,920708421822;2,61520838022233;14,729916973114;37,7767630386352;881,494832763672;21,7919993782044;-17,2000007629394;38,9920001220703;13,209833688736;-8,40133301734924;13,209833688736;-8,40133301734924;529,99;99,8100000000002;14;65,5045883941651;250,9;44;250,9;44;2,56882907475652;4,58853268997986;0,360041149911548
"P22_031";"126";"Chamberlain et al. 2014";"P22";NA;50,385;-114,373;"pollination";"Hymenoptera";"Insects";24;"bipartite";"Forest";3,05100003798803;9,03923071266747;-2,08484072581533;41,8436926683228;3,0492083454132;12,9780830860138;35,7148323440551;822,175013427733;21,7190004730224;-14,6190002727508;36,3380024719238;6,99666652202604;-1,53500007271766;12,9931667804718;-7,12483343124388;617,650000000002;98,7100000000004;30,8100000000002;41,0620928955078;235,330000000001;95,5200000000006;219,71;95,7900000000003;1,26995585391294;2,2699558942514;0,430945803685667
"P22_033";"128";"Chamberlain et al. 2014";"P22";NA;50,195;-113,87;"pollination";"Hymenoptera";"Insects";41;"bipartite";"Anthropic habitats";3,63874997397265;9,53874995609126;-1,41517860563028;34,2441547549621;3,64062492847444;12,7795835018158;33,9205509185791;874,728646850587;22,4749999046326;-15,1999998092651;37,6749998092651;11,9641665935517;-7,24666676521302;14,1541665554047;-7,24666676521302;501,899999999998;102,4;18,9000000000002;58,8709665298464;225,249999999999;58,7499999999996;209,8;58,7499999999996;4,25201500592976;7,68626359338159;0,335775368422426
"P22_035";"13";"mcmullen1993";"P22";NA;-0,6;-90,36;"pollination";"Insects";"Insects";153;"bipartite";"Forest";21,8374999443691;25,6855768747819;18,5309340646416;21,1302673922528;21,832708644867;8,34708328247072;63,5485092163086;170,450680541992;28,5150000572205;15,3800000190735;13,135000038147;23,7424997329713;20,0308331489564;24,0175000190735;19,8641664505005;250,899999999999;53,3499999999999;2;97,9613819122316;151,199999999999;9;150,549999999999;13;NA;NA;0,196078431372549
"P22_036";"130";"Chamberlain et al. 2014";"P22";NA;49,931;-114,149;"pollination";"Hymenoptera";"Insects";29;"bipartite";"Grassland";3,4083333313464;9,04064101932129;-1,41400179241557;37,3389981705507;3,41145834922781;12,197083568573;33,6101095199585;840,260464477535;22,0900003433226;-14,1999998092651;36,2900009155272;11,2966663837431;-7,09000000953679;13,5624999523161;-7,09000000953679;549,050000000008;98,5500000000007;25,5000000000008;46,1776363372793;224,050000000002;80,5000000000026;205,000000000002;80,5000000000026;9,60063682548662;9,89946719487411;0,358568582800318
"P22_040";"134";"Chamberlain et al. 2014";"P22";NA;51,181;-114,411;"pollination";"Hymenoptera";"Insects";35;"bipartite";"Grassland";3,07541663209599;9,74926292518203;-2,65552288854445;32,5186104445822;3,06929171085359;14,4722504234314;36,6414031600952;912,986022338868;22,5500001907349;-16,946999797821;39,4970000457764;14,0438336181641;-8,31516647338866;14,0438336181641;-8,31516647338866;477,61;95;12;69,50359375;235,1;39;235,1;39;34,4556485090347;38,0835105821461;0,399829895803492
"P22_041";"135";"Chamberlain et al. 2014";"P22";NA;51,151;-114,317;"pollination";"Hymenoptera";"Insects";31;"bipartite";"Grassland";3,37125004132583;9,84394230399371;-2,17034337197468;30,8829899315564;3,3750000119209;14,0166663646697;35,6295890808105;929,481436157227;22,7900001525878;-16,5500001907348;39,3400020599364;14,4516668319702;-8,33500013351441;14,4516668319702;-8,33500013351441;452,200000000001;90,5500000000004;11;70,7132839202879;223,100000000001;35,5500000000004;223,100000000001;35,5500000000004;31,4262710442766;32,4262710442766;0,472952651463459
"P22_042";"136";"Chamberlain et al. 2014";"P22";NA;51,049;-114,539;"pollination";"Hymenoptera";"Insects";25;"bipartite";"Grassland";2,73458334803579;9,70881410963259;-3,23975730018468;34,7835760104992;2,73666666746137;15,1066669464112;38,3078550338746;894,336080932613;22,0500001907348;-17,3849995613098;39,4350009918212;11,442500257492;-8,57666630744929;13,36166639328;-8,57666630744929;512,550000000005;100;14;64,9351234436032;239,450000000002;45;236,300000000001;45;6,12820259966305;8,46200635847154;0,473665466715671
"P22_045";"139";"Chamberlain et al. 2014";"P22";NA;50,572;-114,369;"pollination";"Insects";"Insects";29;"bipartite";"Grassland";2,84058326780795;9,20504491436365;-2,61845512548524;38,8998115371125;2,83837499141692;13,7940836143494;36,6766415023804;850,640513305663;21,7200004768371;-15,8899996757507;37,6099983596802;10,9320002841949;-7,69583351612098;13,0319997119903;-7,796333527565;574,070000000001;98,9000000000001;23,99;48,6459493637084;231,81;75,7900000000003;220,71;75,7900000000003;4,69443656192069;10,1100587216546;0,366899692852671
"P22_046";"14";"Medan et all 2002";"P22";NA;-34,17;-69,7;"pollination";"Insects";"Insects";66;"bipartite";"Desert";0,682083303729695;6,04016023406234;-3,91662543772314;35,8803745400046;0,678541672229768;11,6162500858307;47,9908048629761;471,670774841309;13,9499998092651;-10,2550000190735;24,2049989700317;-3,91666674613953;6,42499995231628;6,42499995231628;-5,09333336353302;535,4;105,05;9,45000000000008;76,0249130249024;279,650000000001;33,4500000000001;33,4500000000001;271,65;2,37128377883085;2,37128377883085;0,296362426482656
"P22_050";"143";"Chamberlain et al. 2014";"P22";NA;49,087;-96,756;"pollination";"Insects";"Insects";76;"bipartite";"Grassland";2,72324975887935;8,20340385595957;-1,9980962250772;37,4465704926509;2,70920829057693;11,901749792099;24,2892863464355;1347,29982666016;26;-23;49;18,1833324432373;-12,4464998626709;18,1833324432373;-15,0166664123535;552,770000000001;100,42;14;60,9436104583739;252,720000000001;54,91;252,720000000001;55,3000000000006;4,83708739940045;4,83708739940045;0,30527031325975
"P22_051";"144";"Chamberlain et al. 2014";"P22";NA;49,087;-96,734;"pollination";"Insects";"Insects";78;"bipartite";"Anthropic habitats";2,70916644334793;8,20839744852139;-2,00567402278656;37,5894593246055;2,70845825910568;11,9164169883728;24,3192186164856;1346,51716674805;26;-23;49;18,1671660232544;-12,4333333969116;18,1671660232544;-15,0166664123535;554,93;101;14,9300000000001;60,6149490356445;253,03;55,9300000000001;253,03;56,9300000000001;4,83708739940045;5,22386756052794;0,301616017847564
"P22_052";"145";"Chamberlain et al. 2014";"P22";NA;49,09;-96,735;"pollination";"Insects";"Insects";70;"bipartite";"Anthropic habitats";2,71666640043259;8,20897436829714;-2,00166855120069;37,542264814502;2,71045834302902;11,912417049408;24,3110548591614;1346,7879284668;26;-23;49;18,1751659011841;-12,4333333969116;18,1751659011841;-15,0166664123535;554,21;100,91;14,3000000000006;60,811410102844;253,210000000001;55,3000000000006;253,210000000001;56,0900000000011;4,83708739940045;4,83708739940045;0,326025331848313
"P22_053";"146";"Chamberlain et al. 2014";"P22";NA;49,073;-96,767;"pollination";"Insects";"Insects";57;"bipartite";"Shrubland";2,71674980560938;8,20975004281753;-1,97660715737077;37,2359928460704;2,7254584479332;11,8840831947327;24,2132238006592;1347,00145874023;26,0910003471375;-22,989999961853;49,0809987640381;18,2001672554016;-12,430166683197;18,2001672554016;-14,9816668510437;549,59;100,09;14;61,1062426376343;251,89;54;251,89;54;15,8756046996308;15,8756046996308;0,327326835353989
"P22_055";"148";"Chamberlain et al. 2014";"P22";NA;49,163;-96,674;"pollination";"Insects";"Insects";45;"bipartite";"Grassland";2,61916664441427;8,17301278129603;-2,13627288879711;38,5930604357941;2,62208337783814;12,0274998664856;24,4959266662598;1342,69816894531;26;-23,1000003814697;49,0999984741211;18,0666656494141;-12,466667175293;18,0666656494141;-15,033332824707;570,239999999999;101,699999999999;16;59,2909688949585;258,669999999999;59;258,669999999999;59;3,13554848205455;4,01478792516675;0,304290309725092
"P22_056";"149";"da Costa Vieira et  al 2007";"P22";NA;-19,126635;-51,756343;"pollination";"Hymenoptera";"Insects";84;"bipartite";"Savanna";22,4974166870116;28,160647324782;17,6360046086467;103,969604574696;22,4932086181639;12,2787498474121;69,359747314453;178,73981903076;29,5660001945494;11,8630001449583;17,7030007171631;24,0190003395079;20,1523335456847;24,0190003395079;19,9023335456847;1491,25000000001;286,630000000001;20,7000000000009;72,3931597900389;717,930000000002;67,97;702,300000000002;97,97;12,4762342540418;16,9783305604293;0,299018000638561
"P22_057";"15";"Medan et all 2002";"P22";NA;-33;-69,28;"pollination";"Insects";"Insects";95;"bipartite";"Shrubland";10,4295833488306;17,1672755160393;4,67870418944506;19,4550375369543;10,4437495231629;14,5699997901917;52,0729574203491;499,258912658692;24,8649996757508;-3,11499991416929;27,9800000190735;15,7374998092652;7,22500000000004;16,6166663169861;4,26666673421864;259,55;27;15;18,7831992149353;75,4000000000002;53,0999999999998;73;67,6999999999997;7,45646083656582;7,45646083656582;0,274741863914911
"P22_058";"150";"Dattilo et al 2016";"P22";NA;19,57582;-96,382317;"pollination";"Insects";"Insects";266;"bipartite";"Forest";24,8928332122167;30,7527563842138;19,891613702547;76,7651468865983;24,9054171562195;12,6713333892822;68,832342529297;208,1270753479;33,6189989089965;15,2099998474121;18,408998298645;26,4460008239746;23,8896664428711;26,9961669158935;21,9531673812866;1075,94;239;10;103,326807022095;651,21;36,2899999999995;482,01;43,3799999999994;14,7342011147651;13,7342011147651;0,16099170566618
"P22_059";"151";"deCastroCantuaria 2010 Msc";"P22";NA;-0,057386;-51,156803;"pollination";"Insects";"Insects";77;"bipartite";"Forest";26,8384167337418;30,7861090883842;23,4481804976097;165,755513754648;26,8346251487732;8,56091677665709;78,4759705352783;70,2850205993649;33,0089998626709;22,1000003814697;10,9089994812012;26,0768334960938;27,7549999237061;27,7549999237061;26,0268329238892;2405,25999999998;374,599999999999;36,5099999999994;62,0541347122196;1052,1;157,439999999997;157,439999999997;977,799999999998;NA;NA;0,333333333333333
"P22_060";"152";"Devoto et al 2005";"P22";NA;-40,152838;-71,719901;"pollination";"Insects";"Insects";136;"bipartite";"Forest";8,19000002344435;13,4334616121572;3,69131870353613;105,520985355941;8,18749995231613;11,3658335208893;51,0942031860354;415,228672790526;21,0750000953672;-1,16999998688713;22,244999885559;3,17083332538591;13,4016666412352;13,4016666412352;3,17083332538591;1557,49999999998;282,899999999998;45,1499999999986;54,9045951843266;684,549999999993;174,899999999996;174,899999999996;684,549999999993;2,27712269670194;3,27712269670194;0,266076042095096
"P22_061";"153";"Devoto et al 2005";"P22";NA;-40,733333;-71,883333;"pollination";"Insects";"Insects";55;"bipartite";"Forest";6,43400009771214;11,4945384683214;2,0953241896809;104,158924183717;6,43337498188044;10,9657498550416;50,4406835174559;410,663871154787;19,0479996299747;-2,69199996113756;21,7399990081788;1,95799991846106;11,5759998512271;11,5759998512271;1,47800000667595;1542,36000000004;290,780000000007;41,8900000000018;56,8027320098876;697,020000000019;178,360000000007;178,360000000007;673,160000000015;2,82887118899616;3,82887113168646;0,314755790145853
"P22_062";"154";"Devoto et al 2005";"P22";NA;-39,56667;-71,433333;"pollination";"Insects";"Insects";133;"bipartite";"Wetland";7,96758345802624;13,7407371504185;3,01995145095292;80,9712181372931;7,96804159641264;12,5075837039949;52,84130317688;437,592051086429;21,9709998893739;-1,69900003671655;23,6700004768374;2,66283339500421;13,4361665153504;13,4361665153504;2,66283339500421;1189,84;218,010000000002;29,0999999999991;61,770056571961;556,020000000002;114,109999999999;114,109999999999;556,020000000002;1,97080305313105;2,97080305313105;0,274761844414841
"P22_063";"155";"Devoto et al 2005";"P22";NA;-40,616667;-71,583333;"pollination";"Insects";"Insects";64;"bipartite";"Forest";8,11800001164275;13,4079997844115;3,60157142379178;93,4571714146554;8,12841669082638;11,4408332824707;50,1790954589844;433,739327087402;21,3089992713928;-1,49099999785426;22,7999992370605;3,40883341789243;13,5419995307922;13,5419995307922;2,86049991607663;1376,72999999998;270,779999999995;41,999999999999;61,3132912445064;657,20999999999;163,189999999998;163,189999999998;597,509999999992;4,91885405056041;5,9188540012977;0,306186217847897
