"null_model";"network_id";"network_interaction";"network_topology_type";"metric";"value";"z_score_full"
"connectance";"gateway_248";"food web";"unipartite";"richness";21;0
"degdist_hard";"gateway_248";"food web";"unipartite";"richness";21;0
"degdist_soft";"gateway_248";"food web";"unipartite";"richness";21;0
"connectance";"gateway_248";"food web";"unipartite";"connectance";0,395238095238095;0
"degdist_hard";"gateway_248";"food web";"unipartite";"connectance";0,395238095238095;0
"degdist_soft";"gateway_248";"food web";"unipartite";"connectance";0,395238095238095;0,145109332689146
"connectance";"gateway_248";"food web";"unipartite";"degree.shannon";2,95101702901508;-5,2620737164169
"degdist_hard";"gateway_248";"food web";"unipartite";"degree.shannon";2,95101702901508;0
"degdist_soft";"gateway_248";"food web";"unipartite";"degree.shannon";2,95101702901508;1,27430667953306
"connectance";"gateway_248";"food web";"unipartite";"degree.mean";7,90476190476191;0
"degdist_hard";"gateway_248";"food web";"unipartite";"degree.mean";7,90476190476191;0
"degdist_soft";"gateway_248";"food web";"unipartite";"degree.mean";7,90476190476191;0,145109332689161
"connectance";"gateway_248";"food web";"unipartite";"degree.sd";3,17655098974913;3,30398860592472
"degdist_hard";"gateway_248";"food web";"unipartite";"degree.sd";3,17655098974913;0
"degdist_soft";"gateway_248";"food web";"unipartite";"degree.sd";3,17655098974913;-1,63132141793471
"connectance";"gateway_248";"food web";"unipartite";"degree.skewness";-0,745389141125086;-1,75973584699762
"degdist_hard";"gateway_248";"food web";"unipartite";"degree.skewness";-0,745389141125086;0
"degdist_soft";"gateway_248";"food web";"unipartite";"degree.skewness";-0,745389141125086;-1,51206655010883
"connectance";"gateway_248";"food web";"unipartite";"degree.kurtosis";2,77271872879391;0,041752001137487
"degdist_hard";"gateway_248";"food web";"unipartite";"degree.kurtosis";2,77271872879391;0
"degdist_soft";"gateway_248";"food web";"unipartite";"degree.kurtosis";2,77271872879391;0,849008296873045
"connectance";"gateway_248";"food web";"unipartite";"modularity.betweenness";0,108215996516185;-1,01671671027535
"degdist_hard";"gateway_248";"food web";"unipartite";"modularity.betweenness";0,108215996516185;2,87816944554831
"degdist_soft";"gateway_248";"food web";"unipartite";"modularity.betweenness";0,108215996516185;6,22907076566671
"connectance";"gateway_248";"food web";"unipartite";"modularity.infomap";0,108215996516185;0,108215996516185
"degdist_hard";"gateway_248";"food web";"unipartite";"modularity.infomap";0,108215996516185;3,40047907750778
"degdist_soft";"gateway_248";"food web";"unipartite";"modularity.infomap";0,108215996516185;0,108215996516185
"connectance";"gateway_248";"food web";"unipartite";"nestedness";24,1005291005291;1,89443773208689
"degdist_hard";"gateway_248";"food web";"unipartite";"nestedness";24,1005291005291;0,640310155414317
"degdist_soft";"gateway_248";"food web";"unipartite";"nestedness";24,1005291005291;-1,21785962652634
"connectance";"gateway_248";"food web";"unipartite";"centrality.degree";0,321052631578947;1,78625321809665
"degdist_hard";"gateway_248";"food web";"unipartite";"centrality.degree";0,321052631578947;-0,13199098867797
"degdist_soft";"gateway_248";"food web";"unipartite";"centrality.degree";0,321052631578947;-0,400662616287882
"connectance";"gateway_248";"food web";"unipartite";"centrality.eigen";0,301331848755154;12,6237102319
"degdist_hard";"gateway_248";"food web";"unipartite";"centrality.eigen";0,301331848755154;2,95286266174093
"degdist_soft";"gateway_248";"food web";"unipartite";"centrality.eigen";0,301331848755154;2,21514482291833
"connectance";"gateway_248";"food web";"unipartite";"interaction.overlap";0,386030819746906;-0,5346822851685
"degdist_hard";"gateway_248";"food web";"unipartite";"interaction.overlap";0,386030819746906;-2,43912265877896
"degdist_soft";"gateway_248";"food web";"unipartite";"interaction.overlap";0,386030819746906;-1,17562822954194
"connectance";"gateway_248";"food web";"unipartite";"link.density";7,90476190476191;0
"degdist_hard";"gateway_248";"food web";"unipartite";"link.density";7,90476190476191;0
"degdist_soft";"gateway_248";"food web";"unipartite";"link.density";7,90476190476191;0,145109332689161
"connectance";"gateway_250";"food web";"unipartite";"richness";23;0
"degdist_hard";"gateway_250";"food web";"unipartite";"richness";23;0
"degdist_soft";"gateway_250";"food web";"unipartite";"richness";23;0
"connectance";"gateway_250";"food web";"unipartite";"connectance";0,349802371541502;0
"degdist_hard";"gateway_250";"food web";"unipartite";"connectance";0,349802371541502;0
"degdist_soft";"gateway_250";"food web";"unipartite";"connectance";0,349802371541502;-0,0638818487558382
"connectance";"gateway_250";"food web";"unipartite";"degree.shannon";2,99672246355201;-8,79749677085076
"degdist_hard";"gateway_250";"food web";"unipartite";"degree.shannon";2,99672246355201;0
"degdist_soft";"gateway_250";"food web";"unipartite";"degree.shannon";2,99672246355201;1,21004293117374
"connectance";"gateway_250";"food web";"unipartite";"degree.mean";7,69565217391304;0
"degdist_hard";"gateway_250";"food web";"unipartite";"degree.mean";7,69565217391304;0
"degdist_soft";"gateway_250";"food web";"unipartite";"degree.mean";7,69565217391304;-0,0638818487558429
"connectance";"gateway_250";"food web";"unipartite";"degree.sd";3,90145407169145;5,99191767716954
"degdist_hard";"gateway_250";"food web";"unipartite";"degree.sd";3,90145407169145;0
"degdist_soft";"gateway_250";"food web";"unipartite";"degree.sd";3,90145407169145;-1,64771975358896
"connectance";"gateway_250";"food web";"unipartite";"degree.skewness";0,0699652530915115;-0,0055770850730117
"degdist_hard";"gateway_250";"food web";"unipartite";"degree.skewness";0,0699652530915115;0
"degdist_soft";"gateway_250";"food web";"unipartite";"degree.skewness";0,0699652530915115;-0,291783987341499
"connectance";"gateway_250";"food web";"unipartite";"degree.kurtosis";2,6793961524864;-0,0876192803202273
"degdist_hard";"gateway_250";"food web";"unipartite";"degree.kurtosis";2,6793961524864;0
"degdist_soft";"gateway_250";"food web";"unipartite";"degree.kurtosis";2,6793961524864;0,255241108247295
"connectance";"gateway_250";"food web";"unipartite";"modularity.betweenness";0,132720482619937;-0,425331372177473
"degdist_hard";"gateway_250";"food web";"unipartite";"modularity.betweenness";0,132720482619937;3,16623597500097
"degdist_soft";"gateway_250";"food web";"unipartite";"modularity.betweenness";0,132720482619937;9,88400164314043
"connectance";"gateway_250";"food web";"unipartite";"modularity.infomap";0,117143860321108;0,117143860321108
"degdist_hard";"gateway_250";"food web";"unipartite";"modularity.infomap";0,117143860321108;3,3741665637606
"degdist_soft";"gateway_250";"food web";"unipartite";"modularity.infomap";0,117143860321108;7498922466696511
"connectance";"gateway_250";"food web";"unipartite";"nestedness";27,6548089591568;4,70011926729751
"degdist_hard";"gateway_250";"food web";"unipartite";"nestedness";27,6548089591568;2,05012679559682
"degdist_soft";"gateway_250";"food web";"unipartite";"nestedness";27,6548089591568;-1,09200999966755
"connectance";"gateway_250";"food web";"unipartite";"centrality.degree";0,398268398268398;3,63106594268473
"degdist_hard";"gateway_250";"food web";"unipartite";"centrality.degree";0,398268398268398;-1,04955618870787
"degdist_soft";"gateway_250";"food web";"unipartite";"centrality.degree";0,398268398268398;-0,594404873174852
"connectance";"gateway_250";"food web";"unipartite";"centrality.eigen";0,296417388571954;10,8598803778432
"degdist_hard";"gateway_250";"food web";"unipartite";"centrality.eigen";0,296417388571954;1,95710271724342
"degdist_soft";"gateway_250";"food web";"unipartite";"centrality.eigen";0,296417388571954;0,182565459368765
"connectance";"gateway_250";"food web";"unipartite";"interaction.overlap";0,375534153251062;3,39534076471034
"degdist_hard";"gateway_250";"food web";"unipartite";"interaction.overlap";0,375534153251062;3,32430027791818
"degdist_soft";"gateway_250";"food web";"unipartite";"interaction.overlap";0,375534153251062;-1,15653173408024
"connectance";"gateway_250";"food web";"unipartite";"link.density";7,69565217391304;0
"degdist_hard";"gateway_250";"food web";"unipartite";"link.density";7,69565217391304;0
"degdist_soft";"gateway_250";"food web";"unipartite";"link.density";7,69565217391304;-0,0638818487558429
"connectance";"gateway_251";"food web";"unipartite";"richness";20;0
"degdist_hard";"gateway_251";"food web";"unipartite";"richness";20;0
"degdist_soft";"gateway_251";"food web";"unipartite";"richness";20;0
"connectance";"gateway_251";"food web";"unipartite";"connectance";0,326315789473684;0
"degdist_hard";"gateway_251";"food web";"unipartite";"connectance";0,326315789473684;0
"degdist_soft";"gateway_251";"food web";"unipartite";"connectance";0,326315789473684;-0,0593000124993421
"connectance";"gateway_251";"food web";"unipartite";"degree.shannon";2,89929340236191;-3,21653448357548
"degdist_hard";"gateway_251";"food web";"unipartite";"degree.shannon";2,89929340236191;0
"degdist_soft";"gateway_251";"food web";"unipartite";"degree.shannon";2,89929340236191;1,4395018415364
"connectance";"gateway_251";"food web";"unipartite";"degree.mean";6,2;0
"degdist_hard";"gateway_251";"food web";"unipartite";"degree.mean";6,2;0
"degdist_soft";"gateway_251";"food web";"unipartite";"degree.mean";6,2;-0,0593000124993342
"connectance";"gateway_251";"food web";"unipartite";"degree.sd";2,62778674132715;2,32692302842233
"degdist_hard";"gateway_251";"food web";"unipartite";"degree.sd";2,62778674132715;0
"degdist_soft";"gateway_251";"food web";"unipartite";"degree.sd";2,62778674132715;-1,66822561236574
"connectance";"gateway_251";"food web";"unipartite";"degree.skewness";-0,294254222094996;-0,901929747407153
"degdist_hard";"gateway_251";"food web";"unipartite";"degree.skewness";-0,294254222094996;0
"degdist_soft";"gateway_251";"food web";"unipartite";"degree.skewness";-0,294254222094996;-0,777238035328778
"connectance";"gateway_251";"food web";"unipartite";"degree.kurtosis";2,21638905413444;-0,604993243763762
"degdist_hard";"gateway_251";"food web";"unipartite";"degree.kurtosis";2,21638905413444;0
"degdist_soft";"gateway_251";"food web";"unipartite";"degree.kurtosis";2,21638905413444;-0,334964226574485
"connectance";"gateway_251";"food web";"unipartite";"modularity.betweenness";0,184183142559833;-0,166659950612032
"degdist_hard";"gateway_251";"food web";"unipartite";"modularity.betweenness";0,184183142559833;2,79726316806347
"degdist_soft";"gateway_251";"food web";"unipartite";"modularity.betweenness";0,184183142559833;3,27241115010804
"connectance";"gateway_251";"food web";"unipartite";"modularity.infomap";0,184183142559833;0,184183142559833
"degdist_hard";"gateway_251";"food web";"unipartite";"modularity.infomap";0,184183142559833;3,42781628637888
"degdist_soft";"gateway_251";"food web";"unipartite";"modularity.infomap";0,184183142559833;22,1126800997058
"connectance";"gateway_251";"food web";"unipartite";"nestedness";4,73684210526316;-4,73715655201371
"degdist_hard";"gateway_251";"food web";"unipartite";"nestedness";4,73684210526316;-3,53152921882944
"degdist_soft";"gateway_251";"food web";"unipartite";"nestedness";4,73684210526316;-4,89731691810588
"connectance";"gateway_251";"food web";"unipartite";"centrality.degree";0,269005847953216;0,642272161408907
"degdist_hard";"gateway_251";"food web";"unipartite";"centrality.degree";0,269005847953216;-1,8764210019435
"degdist_soft";"gateway_251";"food web";"unipartite";"centrality.degree";0,269005847953216;-1,0805116271212
"connectance";"gateway_251";"food web";"unipartite";"centrality.eigen";0,291234537364871;8,15994456010826
"degdist_hard";"gateway_251";"food web";"unipartite";"centrality.eigen";0,291234537364871;2,03370233792441
"degdist_soft";"gateway_251";"food web";"unipartite";"centrality.eigen";0,291234537364871;0,281439741111548
"connectance";"gateway_251";"food web";"unipartite";"interaction.overlap";0,344478070175439;1,65334822810533
"degdist_hard";"gateway_251";"food web";"unipartite";"interaction.overlap";0,344478070175439;2,92699696604896
"degdist_soft";"gateway_251";"food web";"unipartite";"interaction.overlap";0,344478070175439;-0,657493394554994
"connectance";"gateway_251";"food web";"unipartite";"link.density";6,2;0
"degdist_hard";"gateway_251";"food web";"unipartite";"link.density";6,2;0
"degdist_soft";"gateway_251";"food web";"unipartite";"link.density";6,2;-0,0593000124993342
"connectance";"gateway_256";"food web";"unipartite";"richness";28;0
"degdist_hard";"gateway_256";"food web";"unipartite";"richness";28;0
"degdist_soft";"gateway_256";"food web";"unipartite";"richness";28;0
"connectance";"gateway_256";"food web";"unipartite";"connectance";0,321428571428571;0
"degdist_hard";"gateway_256";"food web";"unipartite";"connectance";0,321428571428571;0
"degdist_soft";"gateway_256";"food web";"unipartite";"connectance";0,321428571428571;-0,0119174232170733
"connectance";"gateway_256";"food web";"unipartite";"degree.shannon";3,2064781518012;-8,69019104287002
"degdist_hard";"gateway_256";"food web";"unipartite";"degree.shannon";3,2064781518012;0
"degdist_soft";"gateway_256";"food web";"unipartite";"degree.shannon";3,2064781518012;1,3411019165359
"connectance";"gateway_256";"food web";"unipartite";"degree.mean";8,67857142857143;0
"degdist_hard";"gateway_256";"food web";"unipartite";"degree.mean";8,67857142857143;0
"degdist_soft";"gateway_256";"food web";"unipartite";"degree.mean";8,67857142857143;-0,0119174232170499
"connectance";"gateway_256";"food web";"unipartite";"degree.sd";4,06478619025488;5,3515235994913
"degdist_hard";"gateway_256";"food web";"unipartite";"degree.sd";4,06478619025488;0
"degdist_soft";"gateway_256";"food web";"unipartite";"degree.sd";4,06478619025488;-1,54037252152599
"connectance";"gateway_256";"food web";"unipartite";"degree.skewness";-0,376207328258055;-1,15217848718189
"degdist_hard";"gateway_256";"food web";"unipartite";"degree.skewness";-0,376207328258055;0
"degdist_soft";"gateway_256";"food web";"unipartite";"degree.skewness";-0,376207328258055;-0,91445159568227
"connectance";"gateway_256";"food web";"unipartite";"degree.kurtosis";2,31399722843278;-0,712662464528709
"degdist_hard";"gateway_256";"food web";"unipartite";"degree.kurtosis";2,31399722843278;0
"degdist_soft";"gateway_256";"food web";"unipartite";"degree.kurtosis";2,31399722843278;-0,102169910393384
"connectance";"gateway_256";"food web";"unipartite";"modularity.betweenness";0,102016968957984;-1,51748569154149
"degdist_hard";"gateway_256";"food web";"unipartite";"modularity.betweenness";0,102016968957984;2,9561394825604
"degdist_soft";"gateway_256";"food web";"unipartite";"modularity.betweenness";0,102016968957984;5,13414785743577
"connectance";"gateway_256";"food web";"unipartite";"modularity.infomap";0;0
"degdist_hard";"gateway_256";"food web";"unipartite";"modularity.infomap";0;0
"degdist_soft";"gateway_256";"food web";"unipartite";"modularity.infomap";0;-0,202768938904446
"connectance";"gateway_256";"food web";"unipartite";"nestedness";17,476684837796;0,799921200365104
"degdist_hard";"gateway_256";"food web";"unipartite";"nestedness";17,476684837796;2,89293555150492
"degdist_soft";"gateway_256";"food web";"unipartite";"nestedness";17,476684837796;-0,494744146576436
"connectance";"gateway_256";"food web";"unipartite";"centrality.degree";0,358974358974359;2,98293631343984
"degdist_hard";"gateway_256";"food web";"unipartite";"centrality.degree";0,358974358974359;0,0322909441917627
"degdist_soft";"gateway_256";"food web";"unipartite";"centrality.degree";0,358974358974359;0,0384175559322095
"connectance";"gateway_256";"food web";"unipartite";"centrality.eigen";0,293452171258525;11,4566228666038
"degdist_hard";"gateway_256";"food web";"unipartite";"centrality.eigen";0,293452171258525;3,94665918703175
"degdist_soft";"gateway_256";"food web";"unipartite";"centrality.eigen";0,293452171258525;0,358719998592905
"connectance";"gateway_256";"food web";"unipartite";"interaction.overlap";0,331941509516334;1,3274822343167
"degdist_hard";"gateway_256";"food web";"unipartite";"interaction.overlap";0,331941509516334;-1,60040200839972
"degdist_soft";"gateway_256";"food web";"unipartite";"interaction.overlap";0,331941509516334;-1,29877674655313
"connectance";"gateway_256";"food web";"unipartite";"link.density";8,67857142857143;0
"degdist_hard";"gateway_256";"food web";"unipartite";"link.density";8,67857142857143;0
"degdist_soft";"gateway_256";"food web";"unipartite";"link.density";8,67857142857143;-0,0119174232170499
"connectance";"gateway_257";"food web";"unipartite";"richness";20;0
"degdist_hard";"gateway_257";"food web";"unipartite";"richness";20;0
"degdist_soft";"gateway_257";"food web";"unipartite";"richness";20;0
"connectance";"gateway_257";"food web";"unipartite";"connectance";0,334210526315789;0
"degdist_hard";"gateway_257";"food web";"unipartite";"connectance";0,334210526315789;0
"degdist_soft";"gateway_257";"food web";"unipartite";"connectance";0,334210526315789;0,0229400579986273
"connectance";"gateway_257";"food web";"unipartite";"degree.shannon";2,89384067267582;-3,77722263592912
"degdist_hard";"gateway_257";"food web";"unipartite";"degree.shannon";2,89384067267582;0
"degdist_soft";"gateway_257";"food web";"unipartite";"degree.shannon";2,89384067267582;1,48353162700985
"connectance";"gateway_257";"food web";"unipartite";"degree.mean";6,35;0
"degdist_hard";"gateway_257";"food web";"unipartite";"degree.mean";6,35;0
"degdist_soft";"gateway_257";"food web";"unipartite";"degree.mean";6,35;0,022940057998644
"connectance";"gateway_257";"food web";"unipartite";"degree.sd";2,75824123978344;2,67441101419304
"degdist_hard";"gateway_257";"food web";"unipartite";"degree.sd";2,75824123978344;0
"degdist_soft";"gateway_257";"food web";"unipartite";"degree.sd";2,75824123978344;-1,73498070912583
"connectance";"gateway_257";"food web";"unipartite";"degree.skewness";-0,390200039859213;-1,44672200977888
"degdist_hard";"gateway_257";"food web";"unipartite";"degree.skewness";-0,390200039859213;0
"degdist_soft";"gateway_257";"food web";"unipartite";"degree.skewness";-0,390200039859213;-1,04618126225154
"connectance";"gateway_257";"food web";"unipartite";"degree.kurtosis";1,9763331160135;-1,08477381782175
"degdist_hard";"gateway_257";"food web";"unipartite";"degree.kurtosis";1,9763331160135;0
"degdist_soft";"gateway_257";"food web";"unipartite";"degree.kurtosis";1,9763331160135;-0,57486372176531
"connectance";"gateway_257";"food web";"unipartite";"modularity.betweenness";0,168764337528675;-0,521924841996881
"degdist_hard";"gateway_257";"food web";"unipartite";"modularity.betweenness";0,168764337528675;5,04917324782721
"degdist_soft";"gateway_257";"food web";"unipartite";"modularity.betweenness";0,168764337528675;3,45877679172641
"connectance";"gateway_257";"food web";"unipartite";"modularity.infomap";0;0
"degdist_hard";"gateway_257";"food web";"unipartite";"modularity.infomap";0;0
"degdist_soft";"gateway_257";"food web";"unipartite";"modularity.infomap";0;-0,1
"connectance";"gateway_257";"food web";"unipartite";"nestedness";14,984335839599;-0,410304860881464
"degdist_hard";"gateway_257";"food web";"unipartite";"nestedness";14,984335839599;1,31321954190796
"degdist_soft";"gateway_257";"food web";"unipartite";"nestedness";14,984335839599;-1,20841838151022
"connectance";"gateway_257";"food web";"unipartite";"centrality.degree";0,309941520467836;1,43327922695481
"degdist_hard";"gateway_257";"food web";"unipartite";"centrality.degree";0,309941520467836;-0,610612186396507
"degdist_soft";"gateway_257";"food web";"unipartite";"centrality.degree";0,309941520467836;-0,379963765510812
"connectance";"gateway_257";"food web";"unipartite";"centrality.eigen";0,310614020129656;7,69702983952934
"degdist_hard";"gateway_257";"food web";"unipartite";"centrality.eigen";0,310614020129656;6,65566888929619
"degdist_soft";"gateway_257";"food web";"unipartite";"centrality.eigen";0,310614020129656;0,740198221511678
"connectance";"gateway_257";"food web";"unipartite";"interaction.overlap";0,336793602553278;0,58068685535315
"degdist_hard";"gateway_257";"food web";"unipartite";"interaction.overlap";0,336793602553278;-1,18980662409746
"degdist_soft";"gateway_257";"food web";"unipartite";"interaction.overlap";0,336793602553278;-1,11690862302729
"connectance";"gateway_257";"food web";"unipartite";"link.density";6,35;0
"degdist_hard";"gateway_257";"food web";"unipartite";"link.density";6,35;0
"degdist_soft";"gateway_257";"food web";"unipartite";"link.density";6,35;0,022940057998644
"connectance";"gateway_260";"food web";"unipartite";"richness";21;0
"degdist_hard";"gateway_260";"food web";"unipartite";"richness";21;0
"degdist_soft";"gateway_260";"food web";"unipartite";"richness";21;0
"connectance";"gateway_260";"food web";"unipartite";"connectance";0,44047619047619;0
"degdist_hard";"gateway_260";"food web";"unipartite";"connectance";0,44047619047619;0
"degdist_soft";"gateway_260";"food web";"unipartite";"connectance";0,44047619047619;-0,00165349899233005
"connectance";"gateway_260";"food web";"unipartite";"degree.shannon";2,97534554353804;-4,27534048112397
"degdist_hard";"gateway_260";"food web";"unipartite";"degree.shannon";2,97534554353804;0
"degdist_soft";"gateway_260";"food web";"unipartite";"degree.shannon";2,97534554353804;1,26280572277705
"connectance";"gateway_260";"food web";"unipartite";"degree.mean";8,80952380952381;0
"degdist_hard";"gateway_260";"food web";"unipartite";"degree.mean";8,80952380952381;0
"degdist_soft";"gateway_260";"food web";"unipartite";"degree.mean";8,80952380952381;-0,00165349899231502
"connectance";"gateway_260";"food web";"unipartite";"degree.sd";3,3259441910388;3,53444629990202
"degdist_hard";"gateway_260";"food web";"unipartite";"degree.sd";3,3259441910388;0
"degdist_soft";"gateway_260";"food web";"unipartite";"degree.sd";3,3259441910388;-1,59113021422904
"connectance";"gateway_260";"food web";"unipartite";"degree.skewness";0,571746754249154;0,953918523510721
"degdist_hard";"gateway_260";"food web";"unipartite";"degree.skewness";0,571746754249154;0
"degdist_soft";"gateway_260";"food web";"unipartite";"degree.skewness";0,571746754249154;0,593956371189496
"connectance";"gateway_260";"food web";"unipartite";"degree.kurtosis";3,79213822952603;1,1470171453401
"degdist_hard";"gateway_260";"food web";"unipartite";"degree.kurtosis";3,79213822952603;0
"degdist_soft";"gateway_260";"food web";"unipartite";"degree.kurtosis";3,79213822952603;1,20798814336272
"connectance";"gateway_260";"food web";"unipartite";"modularity.betweenness";0,07100073046019;-2,5749513816
"degdist_hard";"gateway_260";"food web";"unipartite";"modularity.betweenness";0,07100073046019;2,05235915862337
"degdist_soft";"gateway_260";"food web";"unipartite";"modularity.betweenness";0,07100073046019;7,12470235018736
"connectance";"gateway_260";"food web";"unipartite";"modularity.infomap";0;0
"degdist_hard";"gateway_260";"food web";"unipartite";"modularity.infomap";0;0
"degdist_soft";"gateway_260";"food web";"unipartite";"modularity.infomap";0;-0,293405788153095
"connectance";"gateway_260";"food web";"unipartite";"nestedness";30,6743626743627;3,72961056489204
"degdist_hard";"gateway_260";"food web";"unipartite";"nestedness";30,6743626743627;-4,94212467420411
"degdist_soft";"gateway_260";"food web";"unipartite";"nestedness";30,6743626743627;-2,45554798796449
"connectance";"gateway_260";"food web";"unipartite";"centrality.degree";0,489473684210526;5,13448774894258
"degdist_hard";"gateway_260";"food web";"unipartite";"centrality.degree";0,489473684210526;1,36129154527918
"degdist_soft";"gateway_260";"food web";"unipartite";"centrality.degree";0,489473684210526;0,221944128194327
"connectance";"gateway_260";"food web";"unipartite";"centrality.eigen";0,199497408941483;8,13387064787836
"degdist_hard";"gateway_260";"food web";"unipartite";"centrality.eigen";0,199497408941483;2,28432916440244
"degdist_soft";"gateway_260";"food web";"unipartite";"centrality.eigen";0,199497408941483;-0,675064425320024
"connectance";"gateway_260";"food web";"unipartite";"interaction.overlap";0,459034289005262;3,16168136213631
"degdist_hard";"gateway_260";"food web";"unipartite";"interaction.overlap";0,459034289005262;2,75746292808685
"degdist_soft";"gateway_260";"food web";"unipartite";"interaction.overlap";0,459034289005262;-0,516396102750574
"connectance";"gateway_260";"food web";"unipartite";"link.density";8,80952380952381;0
"degdist_hard";"gateway_260";"food web";"unipartite";"link.density";8,80952380952381;0
"degdist_soft";"gateway_260";"food web";"unipartite";"link.density";8,80952380952381;-0,00165349899231502
"connectance";"gateway_261";"food web";"unipartite";"richness";59;0
"degdist_hard";"gateway_261";"food web";"unipartite";"richness";59;0
"degdist_soft";"gateway_261";"food web";"unipartite";"richness";59;0
"connectance";"gateway_261";"food web";"unipartite";"connectance";0,255990648743425;0
"degdist_hard";"gateway_261";"food web";"unipartite";"connectance";0,255990648743425;0
"degdist_soft";"gateway_261";"food web";"unipartite";"connectance";0,255990648743425;0,0199591846263897
"connectance";"gateway_261";"food web";"unipartite";"degree.shannon";3,85332469080613;-45,2296136535559
"degdist_hard";"gateway_261";"food web";"unipartite";"degree.shannon";3,85332469080613;0
"degdist_soft";"gateway_261";"food web";"unipartite";"degree.shannon";3,85332469080613;1,51243648805656
"connectance";"gateway_261";"food web";"unipartite";"degree.mean";14,8474576271186;0
"degdist_hard";"gateway_261";"food web";"unipartite";"degree.mean";14,8474576271186;0
"degdist_soft";"gateway_261";"food web";"unipartite";"degree.mean";14,8474576271186;0,0199591846262933
"connectance";"gateway_261";"food web";"unipartite";"degree.sd";9,79411075564613;22,2337452370397
"degdist_hard";"gateway_261";"food web";"unipartite";"degree.sd";9,79411075564613;0
"degdist_soft";"gateway_261";"food web";"unipartite";"degree.sd";9,79411075564613;-1,16629641590193
"connectance";"gateway_261";"food web";"unipartite";"degree.skewness";0,644997184386212;2,15088014836407
"degdist_hard";"gateway_261";"food web";"unipartite";"degree.skewness";0,644997184386212;0
"degdist_soft";"gateway_261";"food web";"unipartite";"degree.skewness";0,644997184386212;0,00899420148085217
"connectance";"gateway_261";"food web";"unipartite";"degree.kurtosis";2,822533574074;0,0329071275789529
"degdist_hard";"gateway_261";"food web";"unipartite";"degree.kurtosis";2,822533574074;0
"degdist_soft";"gateway_261";"food web";"unipartite";"degree.kurtosis";2,822533574074;-0,0456778592544069
"connectance";"gateway_261";"food web";"unipartite";"modularity.betweenness";0,0625143345634994;-3,49421781014303
"degdist_hard";"gateway_261";"food web";"unipartite";"modularity.betweenness";0,0625143345634994;2,24945592783846
"degdist_soft";"gateway_261";"food web";"unipartite";"modularity.betweenness";0,0625143345634994;25,1653692862351
"connectance";"gateway_261";"food web";"unipartite";"modularity.infomap";0;0
"degdist_hard";"gateway_261";"food web";"unipartite";"modularity.infomap";0;0
"degdist_soft";"gateway_261";"food web";"unipartite";"modularity.infomap";0;-0,100000000000029
"connectance";"gateway_261";"food web";"unipartite";"nestedness";23,1735272145481;9,79286196700359
"degdist_hard";"gateway_261";"food web";"unipartite";"nestedness";23,1735272145481;2,6438877281791
"degdist_soft";"gateway_261";"food web";"unipartite";"nestedness";23,1735272145481;1,397305967604
"connectance";"gateway_261";"food web";"unipartite";"centrality.degree";0,499395039322444;12,6688802659264
"degdist_hard";"gateway_261";"food web";"unipartite";"centrality.degree";0,499395039322444;1,36459177388159
"degdist_soft";"gateway_261";"food web";"unipartite";"centrality.degree";0,499395039322444;0,107243873327104
"connectance";"gateway_261";"food web";"unipartite";"centrality.eigen";0,355912119393337;29,689959483031
"degdist_hard";"gateway_261";"food web";"unipartite";"centrality.eigen";0,355912119393337;1,73325379307566
"degdist_soft";"gateway_261";"food web";"unipartite";"centrality.eigen";0,355912119393337;0,803190427813144
"connectance";"gateway_261";"food web";"unipartite";"interaction.overlap";0,318455721883246;27,5431917968689
"degdist_hard";"gateway_261";"food web";"unipartite";"interaction.overlap";0,318455721883246;2,8710153322677
"degdist_soft";"gateway_261";"food web";"unipartite";"interaction.overlap";0,318455721883246;-0,841441290405615
"connectance";"gateway_261";"food web";"unipartite";"link.density";14,8474576271186;0
"degdist_hard";"gateway_261";"food web";"unipartite";"link.density";14,8474576271186;0
"degdist_soft";"gateway_261";"food web";"unipartite";"link.density";14,8474576271186;0,0199591846262933
"connectance";"gateway_262";"food web";"unipartite";"richness";50;0
"degdist_hard";"gateway_262";"food web";"unipartite";"richness";50;0
"degdist_soft";"gateway_262";"food web";"unipartite";"richness";50;0
"connectance";"gateway_262";"food web";"unipartite";"connectance";0,285714285714286;0
"degdist_hard";"gateway_262";"food web";"unipartite";"connectance";0,285714285714286;0
"degdist_soft";"gateway_262";"food web";"unipartite";"connectance";0,285714285714286;0,0350053108406487
"connectance";"gateway_262";"food web";"unipartite";"degree.shannon";3,71023998635139;-31,1377525491355
"degdist_hard";"gateway_262";"food web";"unipartite";"degree.shannon";3,71023998635139;0
"degdist_soft";"gateway_262";"food web";"unipartite";"degree.shannon";3,71023998635139;1,32787512063481
"connectance";"gateway_262";"food web";"unipartite";"degree.mean";14;0
"degdist_hard";"gateway_262";"food web";"unipartite";"degree.mean";14;0
"degdist_soft";"gateway_262";"food web";"unipartite";"degree.mean";14;0,0350053108406271
"connectance";"gateway_262";"food web";"unipartite";"degree.sd";8,51169663415213;15,1052891143145
"degdist_hard";"gateway_262";"food web";"unipartite";"degree.sd";8,51169663415213;0
"degdist_soft";"gateway_262";"food web";"unipartite";"degree.sd";8,51169663415213;-1,23128568044814
"connectance";"gateway_262";"food web";"unipartite";"degree.skewness";0,25072851933673;0,277634567029026
"degdist_hard";"gateway_262";"food web";"unipartite";"degree.skewness";0,25072851933673;0
